"code","name","type","country","flavor_profile","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety"
"S19","危地瓦多庄园 美洲豹 帕卡斯","premium","危地马拉","黑醋栗、葡萄酒、黑巧克力、焦糖。","新东方 庄 园： Gualvador Estate","2023","100.0","90.0","False","SHB","1370‒ 1500M","863g/l","96小时厌氧日晒","帕卡斯"
"S20","翡翠庄园 钻石山 日晒","premium","巴拿马","杏桃，莓果，葡萄，酒香巧克力，BODY顺滑，甜感佳。","Boquete/La Esmeralda Diamond Mountain","2023","195.0","185.0","False","SHB","1400-1700M","905g/l","日晒处理","Catuai"
"S20-6","翡翠庄园 红标 瑰夏 日晒","premium","巴拿马","茉莉花，水蜜桃，香蕉，蓝莓，果汁感。","翡翠庄园 地 块 ： La Esmeralda/El Velo","2023","2300.0","","False","SHB","1600-1800M","853g/l","日晒处理","Geisha"
"S20-2","翡翠庄园 红标 瑰夏 水洗","premium","巴拿马","白色花香，柠檬草，白桃，蜂蜜，青柠苏打。","翡翠庄园 地 块 ： trapiche/坎纳斯","2023","1900.0","","False","SHB","1700M以上","860g/l","水洗处理","Geisha"
"S23-1","翡翠庄园 瑰夏 绿标 日晒","premium","巴拿马","花香，蜜橘，柠檬，热带水果，蓝莓，蜂蜜，果汁感。","翡翠庄园/El Velo面纱","2023","990.0","","False","SHB","1750M","852g/l","日晒处理","Geisha"
"S23-2","翡翠庄园 瑰夏 绿标 水洗","premium","巴拿马","玫瑰花香，甜杏，柑橘，菠萝，蜂蜜与柑橘香气，果汁感。","翡翠庄园/El velo","2023","800.0","","False","SHB","1600M以上","868g/l","水洗处理","Geisha"
"S20-3","黛博拉庄园 无氧发酵日晒 瑰夏","premium","巴拿马","茉莉花，柳橙汁，葡萄，车厘子，红茶。","黛博拉庄园","2023","1100.0","","False","SHB","2000-2350M","889g/l","无氧发酵日晒处理","Geisha"
"S21","波奎特 花蝴蝶 100%瑰夏 厌氧日晒ASD","premium","巴拿马","干香为糖渍菠萝、莓果与佛手柑香气。啜吸时可感受到糖蜜菠萝、百香果法式软糖风味，伴随着水蜜桃、佛手柑与Choya梅酒香气，甜蜜微醺的细致瑰夏作品。","Boquete","2022","368.0","","False","SHB","2000M","853g/l","厌氧日晒处理","100%Geisha瑰夏"
"S21-1","波奎特 艾尔维拉庄园 瑰夏日晒 红标","premium","巴拿马","茉莉花，西柚，蜜桃，柑橘，杏桃，蜂蜜，橙花香气。","Boquete/Elvira Estate 地块 ： 哈拉米略","2023","730.0","","False","SHB","1800-2000M","865g/l","日晒处理","Geisha"
"S21-2","波奎特 艾尔维拉庄园 瑰夏 日晒 绿标","premium","巴拿马","玫瑰花香，红樱桃，柑橘，莓果，佛手柑，菠萝蜜。","Boquete/Elvira Estate 地块 ： 瑞纳","2023","730.0","","False","SHB","1750-1900M","888g/l","日晒处理","Geisha"
"S21-4","玛玛卡特庄园 瑰夏 蓝标 日晒","premium","巴拿马","玫瑰花香， 葡萄，橙子，水蜜桃，茉莉绿茶感。","巴拿马波奎特","2023","380.0","","False","SHB","1675-1700M","875g/l","日晒处理","Geisha"
"S21-5","玛玛卡特庄园 瑰夏 蓝标 厌氧日晒","premium","巴拿马","紫葡萄， 红糖，凤梨， 桃子，橘子糖。","巴拿马波奎特","2023","350.0","","False","SHB","1675-1700M","862g/l","厌氧日晒","Geisha"
"S21-6","阿尔铁里庄园 瑰夏 水洗","premium","巴拿马","茉莉花，柑橘，葡萄柚，蜂蜜，绿茶。","巴拿马波奎特","2024","380.0","","False","SHB","1700M","878g/l","水洗处理","Geisha"
"S21-7","阿尔铁里庄园 瑰夏 蜜处理","premium","巴拿马","小白花，柚子，青苹果，蔗糖，绿茶。","巴拿马波奎特","2024","380.0","","False","SHB","1700M","840g/l","蜜处理","Geisha"
"S22-3","艾利达庄园 慢速干燥厌氧发酵日晒 瑰夏","premium","巴拿马","无花果、芒果干、柑橘、蜜糖吐司、酸甜滑顺、尾韵枫糖与温带水果茶。","Boquete/ Elida Estate","2022","500.0","","False","SHB","1900M","865g/l","厌氧发酵低温慢速日晒","Geisha"
"S22-4","驴子庄园 瑰夏 ASD厌氧慢速日晒","premium","巴拿马","香瓜、波罗蜜、发酵、蓝莓、可可、层次感丰富、酸甜平衡，口感圆润滑顺。","Boquete/ EI Burro Estate","2023","920.0","","False","SHB","1700-1800M","829g/l","厌氧慢速日晒","Geisha"
"S23","詹森庄园 瑰夏 日晒","premium","巴拿马","花香，深色浆果，草莓、果汁感，口感干净，圆润顺滑。","詹森庄园/VOLCAN","2023","780.0","","False","SHB","1750M","885g/l","日晒处理","绿顶瑰夏"
"S23-4","詹森庄园 瑰夏 水洗","premium","巴拿马","柑橘，桃子，核果，蜂蜜，干净，口感圆润顺滑。","詹森庄园/LOT154","2023","630.0","","False","SHB","1350M","886g/l","水洗处理","绿顶瑰夏"
"S23-5","卡萨路易斯庄园 瑰夏 日晒","premium","巴拿马","茉莉花，水蜜桃，佛手柑，凤梨，莓果。","Boquete 庄 园： Finca Casa Ruiz","2023","590.0","","False","SHB","1700M","843g/l","日晒处理","Geisha"
"S23-7","90+ Volcan Valley 瑰夏","premium","巴拿马","樱桃，西梅，覆盆子，米酒。","Ninety Plus","2023","480.0","","False","SHB","1500-1700M","875g/l","90+处理法","Geisha"
"S23-8","福福庄园 卡杜拉 日晒","premium","巴拿马","凤梨，苹果，莓果，红茶， 蜂蜜， 甜感好，口感干净。","福福庄园","2023","130.0","116.0","False","SHB","1650-1700M","897g/l","日晒处理","卡杜拉"
"S23-11","ABU 阿布庄园 卡杜拉 日晒","premium","巴拿马","红酒、奇异果、凤梨、蜂蜜。","阿布庄园","2024","155.0","145.0","False","SHB","1550M","852g/l","日晒处理","卡杜拉"
"S23-9","巴鲁火山 丘比特70%瑰夏 慢速日晒","premium","巴拿马","具有黑胡椒的香气、青苹果的酸值、中段香瓜的甜感温度降低后有李子与热带水果风味，尾韵带出淡淡红茶香气。","Volcan Baru","2023","255.0","245.0","False","SHB","1600-1650M","860g/l","慢速日晒处理","70%Geisha, Catuai,caturra"
"S23-10","雷利达庄园 帝比卡 水洗","premium","巴拿马","柑橘，莓果，水果香气，酸质细腻干净，焦糖甜，圆润爽口。","Boquete/Lerida Estate","2024","120.0","110.0","False","SHB","1850M","873g/l","水洗处理","Typica"
"S24","基伍湖 波旁种 水洗","premium","卢旺达","金桔，蓝莓，小番茄，花香，青苹果，中等酸质。","Kivi Lake /Coproca","2024","75.0","66.0","False","SHB","1850M","885g/l","水洗处理","Bourbon"
"S25","法帝玛庄园 日晒","premium","墨西哥","百香果，凤梨，枫糖，葡萄干，蜂蜜。","Veracruz/Coatepec","2023","195.0","185.0","True","SHG","1500-1650M","883g/l","日晒处理","Marsellesa"
"S69","荔枝兰. 莫卡庄园 白兰地酒桶发酵水洗","premium","洪都拉斯","荔枝、白兰地、蜜瓜、蜂蜜。","Masaguara","2023","215.0","205.0","False","SHG","1500-1700M","794g/l","白兰地酒桶发酵水洗","Typica 铁皮卡"
"S69-1","雪莉. 莫卡庄园 威士忌酒桶发酵处理","premium","洪都拉斯","香草、威士忌、蜂蜜，奶油。","Masaguara","2023","185.0","175.0","True","SHG","1500-1700M","835g/l","威士忌酒桶发酵","卡杜拉 卡杜艾"
"S26","蓝山 恩博庄园 NO.1","premium","牙买加","口感顺滑，芳香浓郁，甘、酸、苦均匀而强烈。巧克力、蓝莓、香醇。","amber","2023","680.0","","False","NO.1","1800M","847g/l","水洗处理","BLUE MOUNTAIN"
"S26-2","蓝山 川贝特庄园 蓝山NO.1 水洗","premium","牙买加","干香：烤山核桃、柑橘、焦糖、奶油、大红袍茶。湿香：甘草、蔗糖、香料、焦糖、奶油、黑巧克力、大红袍茶。口感：柔顺柑橘酸，酸甘苦醇均衡，余韵绵长，回甘清纯。","川贝特庄园","2022","500.0","","False","NO.1","1500M","882g/l","水洗处理","BLUE MOUNTAIN"
"I-2","印度尼西亚 苏门答腊 曼特宁G1","common","印度尼西亚","草药，香料，坚果，巧克力，焦糖，低酸值，醇厚，油脂丰富","Sumatra","2023","83.0","73.0","False","G1","1300 ‒ 1600M","860g/l","湿刨法","Mandeling"
"I-3","印度尼西亚 苏门答腊 林东 曼特宁","common","印度尼西亚","坚果，黑巧克力，核桃，蜂蜜，高甜度，低酸","Sumatra","2023","84.0","75.0","False","G1","1300 ‒ 1600M","873g/l","湿刨法","Mandeling"
"I-4","印度尼西亚 苏门答腊 GAYO 曼特宁G1","common","印度尼西亚","花香，莓果，香料，苏格兰黄油，黑巧克力，坚果，甜度高，干净，高醇厚度","伽优山","2023","84.0","75.0","False","G1 TP/三次手选","1400 ‒ 1600M","849g/l","湿刨法","铁皮卡"
"IN-1","印度 皇家 罗布斯塔 AA 18目","common","印度","麦芽，黑巧克力，大麦茶，口感干净 ，味道饱满又扎实。","india","2023","51.0","43.0","True","AA","1200 ‒ 1350M","851g/l","水洗处理","Robusta"
"V-1","越南 罗布斯塔 18目","common","越南","香味浓，香醇，气味独特","Dat Lat","2024","47.0","39.0","True","G1","800 ‒ 1100M","864g/l","日晒抛光","Robusta"
"U-1","乌干达 罗布斯塔 18目","common","乌干达","口感纯净 香气浓郁 拼配的最佳选择","Uganda","2024","49.0","41.0","False","AA","1500M","813g/l","日晒抛光","Robusta"
"U-2","乌干达 布基苏 AA 阿拉比卡（17/18目）","common","乌干达","坚果香，口感醇厚，干净无杂味","Bugisu","2023","54.0","47.0","False","AA","1600M","860g/l","水洗处理","阿拉比卡"
"C-2","云南AAA 高海拔 水洗（2024新产季）","common","中国","坚果 ，柠檬 ，果酸， 橙子。","德宏盈江","2024","47.0","41.0","False","AAA","1200-1700M","892g/l","水洗处理","卡蒂姆"
"P-1","巴布亚 巴布亚新几内亚 东高地 PSC AX 水洗","common","巴布亚新几内亚","柑橘，莓果，绿茶，酸度适中，枫糖。","东高地","2023","56.0","48.0","False","AX","1500M","853g/l","水洗处理","Typica，Bournbon"
"P-2","巴布亚 巴布亚新几内亚 东高地 奥卡帕 Y级水洗","common","巴布亚新几内亚","榛子， 蜂蜜， 平衡度高。","东高地","2023","49.0","40.0","False","Y级","1500M","862g/l","水洗处理","Typica，Bournbon"
"P-3","巴布亚 巴布亚新几内亚 哈根山 AX","common","巴布亚新几内亚","甘菊，奶油，黑巧克力，酸度适中，平衡，高甜度，口感厚实。","Mount Hagen","2023","59.0","50.0","False","AX","1650M","852g/l","水洗处理","Typica, Caturra"
"SA-1","萨尔瓦多 阿帕尼卡 水洗 SHG EP（巧克力风味)","common","萨尔瓦多","明显巧克力，水果，焦糖，黄油感，口感干净圆润。","阿帕尼卡 Apaneca Ilamatepec","2023","64.0","56.0","False","SHG EP","1200-1800M","875g/l","水洗处理","BOURBON (65%UP)、CATURRA、CATUAI"
"PE-1","秘鲁 库斯科 水洗","common","秘鲁","坚果，酸质均衡，醇厚浓郁。","库斯科","2023","67.0","58.0","False","SHB","1450-1600M","856g/l","水洗处理","Typica"
"B-1","巴西 摩吉安纳 日晒","common","巴西","坚果香味，巧克力味，可可粉，榛果粉，焦糖，愉悦的余韵。","Mogiana","2023","57.0","47.0","False","NY.2 /FC","900-1200M","856g/l","日晒处理","Bourbon, Mondo Novo"
"B-2","巴西 喜拉多 甜蜜日晒","common","巴西","坚果，焦糖及巧克力香气持久，高干净度，低酸 度，醇厚，甜度高.","Minas cerrado","2023","61.0","53.0","False","NY.2","1100M","845g/l","日晒处理","黄卡杜艾，黄ICATU"
"B-3","巴西 喜拉多 日晒","common","巴西","坚果，奶油，可可，巧克力，甜度高.","CERRADO","2023","57.0","47.0","False","NY.2 /FC SS","850-1300M","870g/l","日晒处理","bourbon"
"B-4","巴西 喜拉多 半日晒","common","巴西","坚果，奶油，可可，巧克力，甜度高.","CERRADO","2023","58.0","50.0","False","NY.2","850-1300M","849g/l","半日晒处理","bourbon"
"B-5","巴西 圣多斯","common","巴西","坚果、巧克力，麦芽,甘甜，入口极为顺滑。","Santos","2023","54.0","45.0","False","NY.2","900-1000M","852g/l","日晒处理","Catuai, Acaia"
"CR-2","哥斯达黎加 塔拉珠 牧羊女庄园 SHB","common","哥斯达黎加","葡萄柚，百香果，红茶，蓝莓，红糖，牛奶巧克力。","牧羊女庄园","2023","74.0","68.0","False","SHB","1500M-1700M","853g/l","酵素水洗","Caturra,Caruai"
"CR-3","哥斯达黎加 中央山谷 蒙特克里索尔 SHB","common","哥斯达黎加","麦香，焦糖，甜香，黑巧克力，柑橘。","COOPEPALMARES合作社/Palmares","2024","77.0","69.0","False","SHB","1200M-1500M","887g/l","水洗处理","Caturra,Caruai"
"G-1","危地马拉 微微特南果SHB","common","危地马拉","可可，杏仁，果巧克力，丰富果酸，香味浓郁","HUEHUETENANGO","2024","65.0","57.0","True","SHB","1400-2100M","885g/l","水洗处理","Bourbon,Caturra,Catuai"
"G-2","危地马拉 新东方SHB","common","危地马拉","莓果，坚果，巧克力，红糖，香醇","新东方","2024","65.0","57.0","False","SHB","1300M","854g/l","水洗处理","Bourbon,Caturra,Catuai"
"G-3","危地马拉 SHB 欧规","common","危地马拉","核果，李子，奶油，可可","危地马拉小农","2023","61.0","53.0","False","SHB","1300 -1750M","738g/l","水洗处理","Bourbon， Caturra，Catuai"
"CB-1","哥伦比亚 慧兰 苏帕摩","common","哥伦比亚","坚果类、巧克力和焦糖的湿香，风味十足，口味香醇。","HUILA","2023","61.0","52.0","False","Supremo","1300-1800M","854g/l","水洗处理","Caturra"
"CB-2","哥伦比亚 麦德林 苏帕摩","common","哥伦比亚","甜橙，坚果、巧克力，酸甜平衡感好，香气足","Medellin","2023","61.0","52.0","False","Supremo","1500M","882g/l","水洗处理","Caturra"
"CB-3","哥伦比亚 FNC 雪山 精品咖啡","common","哥伦比亚","苹果，樱桃，蜂蜜，热带水果，口感干净顺滑","Sierra Nevada","2022","61.0","50.0","False","Supremo","1800M","828g/l","水洗处理","Caturra，Catuai"
"T-1","坦桑尼亚 乞力马扎罗 AA","common","坦桑尼亚","坚果，巧克力，香味浓，口感干净，丰富，醇厚。","Kilimanjaro","2024","61.0","52.0","False","AA","1500-1900M","876g/l","水洗处理","Bourbon, Catura"
"K-1","肯尼亚 涅里 小莓果AB TOP","common","肯尼亚","黑醋栗，莓果，小番茄，中度酸，酸质活泼、干净。","Nyeri","2023","74.0","66.0","False","AB TOP 精品","1700M-2000M","843g/l","水洗处理","SL28、SL34"
"S61","云南普洱 日晒 精品","premium","中国","朗姆酒、乌梅、黑巧克力、莓果。","云南普洱","2023","54.0","45.0","False","AA","1300-1450M","881g/l","日晒处理","卡蒂姆Catimor"
"S62","云南 孟连 腊福庄园 慢速日晒","premium","中国","酒香，黑巧克力，黑醋栗，热带水果 ，红糖","普洱 孟连","2023","59.0","49.0","False","AA","1500-1700M","866g/l","慢速日晒","卡蒂姆Catimor"
"S63","云南孟连 双重厌氧发酵日晒（银辉庄园）","premium","中国","黑巧克力，朗姆酒，蜂蜜，果汁感足。","孟连 银辉庄园","2023","72.0","65.0","False","AA","1400-1500M","868g/l","双重厌氧发酵日晒","卡蒂姆Catimor"
"S63-1","云南 普洱 厌氧发酵日晒（次米竹庄园）","premium","中国","樱桃，树莓，圣女果，热带水果，肉桂，花香。","云南普洱","2023","75.0","65.0","False","AA","1600M","846g/l","厌氧发酵日晒（16目以上）","卡蒂姆Catimor"
"S63-1S","云南普洱 双重厌氧发酵日晒（次米竹庄园）","premium","中国","圣女果，草莓，热带水果，花香，橙子。","云南西盟 次米竹","2023","78.0","70.0","False","AA","1600M","871g/l","双重厌氧发酵日晒22天（16目以上）","卡蒂姆Catimor"
"S63-2S","云南普洱 红酒日晒（澜沧）","premium","中国","坚果 葡萄干 黑醋栗 酒心巧克力","澜沧产区","2022","63.0","55.0","False","AA","1450-1650M","885g/l","红酒日晒","卡蒂姆Catimor"
"S63-4","云南普洱 红酒日晒（天皓）（2023年云南大赛第四名）","premium","中国","果酒、菠萝蜜、黑巧克力，坚果。","普洱澜沧天皓","2023","76.0","70.0","False","AA","1400M","893g/l","红酒日晒","卡蒂姆Catimor"
"S63-5","云南普洱 红酒日晒（天宇庄园）","premium","中国","葡萄干、西柚、酒韵、红薯。","孟连天宇庄园","2022","71.0","65.0","False","AA","1400-1700M","902g/l","红酒日晒","卡蒂姆Catimor"
"S63-7","云南厌氧预发酵日晒（天宇庄园）","premium","中国","花香、甜橙和水蜜桃。","孟连天宇庄园","2022","63.0","55.0","False","AA","1400-1700m","825g/l","厌氧预发酵日晒处理","卡蒂姆Catimor"
"S64","云南普洱厌氧预发酵水洗(天宇庄园)","premium","中国","茉莉花香、柑橘甜、焦糖。","孟连天宇庄园","2022","56.0","50.0","False","AA","1450-1750m","870g/l","厌氧预发酵水洗","卡蒂姆Catimor"
"S64-1","云南双重厌氧发酵水洗（天宇庄园）","premium","中国","蜂蜜柠檬茶，高甜，醇厚。","孟连天宇庄园","2022","56.0","50.0","False","AA","1450-1750m","876g/l","双重厌氧发酵水洗","卡蒂姆Catimor"
"S1-1","印度尼西亚 苏门答腊 多巴湖 黄金曼特宁19目","premium","印度尼西亚","平衡，醇厚度高，果酸明亮，坚果，甜巧克力，焦糖，余韵悠长。","苏门答腊/多巴湖","2023","104.0","96.0","False","G1","1100-1500 m","886g/l","湿刨法","Mandeling"
"S1-2","印度尼西亚 苏门答腊 黄金曼特宁21目","premium","印度尼西亚","干净，醇厚度高，莓果，花香，香料，黑巧克力，高甜。","苏门答腊","2024","122.0","109.0","False","G1","1600-1800M","853g/l","湿刨法","Mandeling"
"S1-3","印度尼西亚 苏门答腊 黄金曼特宁 PWN","premium","印度尼西亚","口感醇厚、巧克力，焦糖甜香明显、带有薄荷和果酸风味。","苏门答腊 生产者 ： PWN","2023","152.0","142.0","False","G1","1350-1500M","858g/l","湿刨法","铁皮卡"
"S2-2","印度尼西亚 瓦哈那庄园 曼特宁龙果 日晒（长豆）","premium","印度尼西亚","哈蜜瓜，香瓜，奶油香气，低酸 ，温和及清爽的口感。","瓦哈那庄园","2022","108.0","98.0","False","G1三次手选","1300M","866g/l","日晒处理","Long berry"
"S2-4","印尼 西爪哇 水洗 蜜果（ 高甜）","premium","印度尼西亚","花香，黑莓，绿茶，热带水果，坚果，高甜度，口感厚实，平衡浓郁","西爪哇WEST JAVA","2023","97.0","88.0","True","G1三次手选","1400-1800m","864g/l","水洗处理","铁皮卡Typica"
"S3","印度尼西亚 亚齐 曼特宁龙果长豆 半水洗","premium","印度尼西亚","花香，奶油，橙子，蔗糖，巧克力，坚果，柔顺。","亚齐 塔瓦湖","2024","131.0","116.0","False","GR1 TP/三次手选","1600M","877g/l","半水洗","Abbysinia"
"S4","巴布亚新几内亚 东高地 奥卡帕 AA","premium","巴布亚新几内亚","甘蔗，奶油，坚果，高甜度，平衡感好。","东高地","2023","72.0","62.0","False","AA","1500M","905g/l","水洗处理","Typica, Bournbon"
"S4-1","巴布亚新几内亚 哈根山 AA","premium","巴布亚新几内亚","柑橘，杏仁，番茄，高甜度，口感厚实丰富。","Mount Hagen","2023","74.0","64.0","False","AA","1650M","881g/l","水洗处理","Typica, Caturra"
"S5","巴西 圣路易斯 卡杜艾 厌氧日晒","premium","巴西","柠檬、李子、布林、红糖、杏仁、口感顺滑。","Cerrado","2023","73.0","63.0","False","NY.2","1000-1200M","823g/l","厌氧日晒处理","Yellow Catuai"
"S5-1","巴西 黄波旁 皇后庄园 半日晒","premium","巴西","细致的柠檬酸、李子、番石榴、甘蔗汁的鲜甜、杏仁、奶油、花生酱等风味，口感柔滑细腻，尾韵持久。","皇后庄园/Fazenda Rainha","2023","79.0","70.0","False","NY.2","1150-1350M","804g/l","半日晒处理","Yellow bourbon"
"S6","哥斯达黎加 塔拉珠 圣迭戈处理厂 蜂鸟","premium","哥斯达黎加","细腻干净，莓果酸亮很甜，焦糖巧克力，花香，油脂感优。","塔拉珠","2023","85.0","76.0","False","SHB","1500-2000M","884g/l","水洗处理","Caturra,Caruai"
"S6-1S","哥斯达黎加 塔拉珠 圣萝蔓处理厂 水洗","premium","哥斯达黎加","花香，莓果酸，甜度好，醇厚油脂好，焦糖巧克力。","塔拉珠","2023","105.0","95.0","False","SHB","1700M","876g/l","水洗处理","Caturra,Caruai"
"S6-1","哥斯达黎加 小蜜蜂 日晒","premium","哥斯达黎加","葡萄干，养乐多，苹果，康普茶。","SAN VITO / LA ABEJILLA FARM","2023","155.0","145.0","False","SHB","1600M","903g/l","日晒处理","Venecia"
"S6-2","哥斯达黎加 美洲虎 日晒处理 微批次","premium","哥斯达黎加","西梅，黑莓，巧克力，水果香甜。","塔拉珠","2023","115.0","105.0","False","SHB","1600-1900M","875g/l","日晒处理","Caturra,Caruai"
"S6-4","哥斯达黎加 米拉珠庄园 厌氧日晒 Maico 瑰夏（小瑰夏）","premium","哥斯达黎加","茉莉花香，桃子，百香果，香柠檬，伯爵茶。","Mirazu庄园","2022","215.0","202.0","False","SHB","1700M","885g/l","日晒处理","Maico Geisha"
"S7","哥斯达黎加 怪兽庄园 厌氧日晒（肉桂风味）","premium","哥斯达黎加","肉桂奶油蛋糕， 莓果， 苹果， 奶油般触感，焦糖，丰富多层次风味。","san ramon 庄 园 ： cafe de alturra，la minilla","2022","250.0","240.0","False","SHB","1300M","871g/l","厌氧日晒","caturra， catuai"
"S8","哥斯达黎加 托布希庄园 Villasarchi 酒香日晒","premium","哥斯达黎加","波本威士忌、芒果干、深黑巧克力、黑醋栗、枫糖。","TOBOSI 庄园","2022","155.0","145.0","False","SHB","2000M","875g/l","酒香日晒处理","Villasarchi"
"S8-1","哥斯达黎加 多塔 女神庄园 瑰夏 厌氧日晒（2023产季）","premium","哥斯达黎加","香瓜、蜂蜜、蓝莓、甜瓜、奶油、甜度高、Body质感佳、层次分明。","Dota/女神庄园","2023","590.0","","False","SHB","1800M","852g/l","厌氧日晒","Geisha"
"X1-3","埃塞俄比亚 班可 果丁丁 G1日晒","premium","埃塞俄比亚","花香，香槟葡萄，凤梨，哈密瓜，超强果汁感。","Banko Gotiti, Gedeb 产区 ： HUKE WASHING STATION/TESTI","2023","122.0","112.0","False","G1","1950-2150M","859g/l","日晒处理","74110"
"X1-5","埃塞俄比亚 歌迪贝 切切里 G1日晒","premium","埃塞俄比亚","花香，草莓脆，水蜜桃，蔓越莓，水果糖，蜂蜜，高甜，绿茶，口感顺滑。","CHELCHELE/GEDEB","2023","115.0","105.0","False","G1","1900-2200M","848g/l","日晒处理","Heirloom"
"X1-6","埃塞俄比亚 耶加雪菲 沃特 孔加 日晒","premium","埃塞俄比亚","茉莉花香，热带水果，波萝蜜，蓝莓，草莓果酱，口感很干净。","Konga 附近的小咖啡种植户","2023","103.0","93.0","False","G1","1850-2050M","890g/l","日晒处理","Heirloom"
"X1-7","埃塞俄比亚 耶加雪菲 阿迪朵G1 日晒","premium","埃塞俄比亚","柑橘，蓝莓，热带水果风味，巧克力。","Idido","2023","100.0","90.0","False","G1","1960M","848g/l","日晒处理","Heirloom"
"X2","埃塞俄比亚 耶加雪菲 阿瑞查 阿朵斯处理厂 厌氧日晒（ 22天日晒）（ 2019 T.O.H冠军）","premium","埃塞俄比亚","番石榴，波萝蜜，杨桃，紫葡萄，黑醋粟，肉桂，白兰地.","阿瑞查/Adorsi处理厂","2022","215.0","210.0","False","G1","1950-2100M","858g/l","厌氧日晒(22天日晒)","Heirloom"
"X4-1","埃塞俄比亚 科切尔 牧羊人G1 厌氧日晒","premium","埃塞俄比亚","葡萄，成熟菠萝，百香果酱，柑橘，白花。","Kochere","2023","175.0","165.0","False","G1","1800-2200M","873g/l","厌氧日晒处理","Heirloom"
"X4-2","埃塞俄比亚 耶加雪菲 高斯 全红果 厌氧日晒96小时","premium","埃塞俄比亚","红酒，菠萝，甜橙，菠萝蜜，茉莉花，接骨木，浓郁花果香气。","DWD 圣塔维尼处理站","2023","175.0","165.0","False","G1","2100M","856g/l","全红果96小时厌氧日晒","74110"
"X5-1","埃塞俄比亚 西达摩 圣塔维尼 红樱桃计划 G1 日晒","premium","埃塞俄比亚","凤梨，蓝莓，甜橙，枫糖。","DWD 圣塔维尼处理站","2023","150.0","140.0","False","G1","2050M","884g/l","全红果日晒","74158"
"X5-2","埃塞俄比亚 莎克G1 红樱桃计划 黑蜜处理","premium","埃塞俄比亚","高甜度，成熟热带水果，花香。","SHEKA","2023","155.0","145.0","False","G1","2050M","854g/l","黑蜜处理+全红果","Heirloom"
"X5-3","埃塞俄比亚 耶加雪菲 红樱桃 红蜜处理","premium","埃塞俄比亚","花香，荔枝，草莓，杏桃风味明显，高甜度。","GARSE处理厂","2023","168.0","161.0","False","G1","2000--2200M","837g/l","红蜜处理","74110"
"X5-4","埃塞俄比亚 阿朵斯 74110 黑蜜处理","premium","埃塞俄比亚","日晒瑰夏味道， 桃子， 茉莉花香，柑橘，伯爵茶。","Adorsi处理厂","2023","145.0","135.0","False","G1","1950-2100M","822g/l","黑蜜处理","74110"
"X5-5","埃塞俄比亚 耶加雪菲 雪列图 酵母日晒","premium","埃塞俄比亚","热带水果，百香果，草莓，莓果，樱桃，葡萄，蜂蜜甜感，酒香，高甜，口感干净丰富。","Chelelektu/Kochere","2022","100.0","95.0","False","G1","1950-2150M","865g/l","酵母发酵日晒","Heirloom"
"X6","埃塞俄比亚 古齐G1 阿朵拉 红酒处理","premium","埃塞俄比亚","莓果，红花香气，热带水果，甜感佳，香槟，口感圆润。","GUJI/Adola","2023","130.0","120.0","False","G1","1900-2200M","831g/l","红酒处理（仿西蒙处理法）","Heirloom"
"X6-1","埃塞俄比亚 西达摩G1 安娜索拉 红酒日晒","premium","埃塞俄比亚","草莓，莓果，红花香气，甜感佳，香槟，酒香，口感干净。","GUJI/Anasora","2023","130.0","120.0","False","G1","1850-2200M","878g/l","红酒日晒处理","Heirloom"
"X6-2","埃塞俄比亚 西达摩G1 花魁 红酒日晒","premium","埃塞俄比亚","酒香，草莓，花香，强烈的莓果风味。","GUJI/ HAMBELA BUKU Abel处理厂","2022","120.0","110.0","False","G1","2200 - 2350M","892g/l","红酒日晒处理","Heirloom"
"X8","埃塞俄比亚 西达摩G1 日晒 小粒花魁","premium","埃塞俄比亚","玫瑰花香，草莓，杏桃，甜橙，水果糖，哈蜜瓜，层次丰富，果汁、草莓酱余韵悠长。","GUJI/ HAMBELA Buku Sayisa","2023","130.0","120.0","False","G1","2200 - 2350M","846g/l","日晒处理","Heirloom"
"X9-1","埃塞俄比亚 西达摩G1 花魁日晒","premium","埃塞俄比亚","玫瑰花香，热带水果，香气浓郁，高甜，百香果，水蜜桃，蓝莓，余韵悠长。","GUJI/ HAMBELA BUKU Abel处理厂","2023","115.0","105.0","False","G1","2200 - 2350M","898g/l","日晒处理","Heirloom"
"X9-2","埃塞俄比亚 西达摩 班莎 G1 日晒","premium","埃塞俄比亚","花香，黑巧克力，甘蔗，荔枝香气，高甜，口感圆润饱满。","西达摩 Bansa","2023","110.0","100.0","False","G1","2080 - 2160M","910g/l","日晒处理","74158"
"X9-4","埃塞俄比亚 西达摩 古齐 G1日晒 蓝色赫拉","premium","埃塞俄比亚","热带水果调性，红酒，柠檬，柑橘香，花香。","Guji uraga","2023","105.0","95.0","False","G1","1950-2250M","854g/l","日晒处理","Heirloom"
"X9-5","埃塞俄比亚 戈里森林 南布尔沙庄园 瑰夏 日晒","premium","埃塞俄比亚","花香，甜杏桃，凤梨，莓果，风味干净，口感顺滑。","Bench Maji/South Bursha Farm","2023","140.0","130.0","False","G1","1900-2100M","898g/l","日晒处理","GEISHA"
