"code","name","type","country","flavor_profile","flavor_category","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety","humidity","plot","estate"
"S69","荔枝兰.洪都拉斯 莫卡庄园 白兰地酒桶发酵水洗","premium","洪都拉斯","荔枝、白兰地、蜜瓜、蜂蜜。","果汁感热带水果型","Masaguara","2024","190.0","180.0","False","SHG","1500-1700M","794g/l","白兰地酒桶发酵水洗","Typica 铁皮卡","11.0%","",""
"S69-1","洪都拉斯 雪莉.洪都拉斯 莫卡庄园 威士忌酒桶发酵处理","premium","洪都拉斯","香草、威士忌、蜂蜜，奶油。","酒香发酵型","Masaguara","2025","185.0","175.0","False","SHG","1500-1700M","835g/l","威士忌酒桶发酵","卡杜拉 卡杜艾","12.5%","",""
"S26","牙买加 蓝山NO.1 圣科纳 黑桶庄园","premium","牙买加","热带莓果，奶油，黑巧克力，可可，甜感足易入口，入口丝滑度高，口感细腻，回味甜甘明显。","巧克力坚果调型","","2025","930.0","880.0","False","G1","1676M","885g/l","水洗处理","BLUE MOUNTAIN","11.8%","","CINCHONA ESTATE"
"S26-1","牙买加 蓝山 恩博庄园 NO.1","premium","牙买加","口感顺滑，芳香浓郁，甘、酸、苦均匀而强烈，巧克力，蓝莓，香醇。","巧克力坚果调型","AMBER","2025","650.0","","False","NO.1","1800M","853g/l","水洗处理","BLUE MOUNTAIN","10.8%","",""
"S26-5","牙买加 斯东尼庄园 蓝山一号 圆豆","premium","牙买加","香蕉、树莓、红色浆果的水果香气、甘蔗、覆盆子甜味明显、柠檬酸、苹果酸、口感跳跃有层次、复杂度高、 回味甜。","明亮果酸型","STONELEIGH","2025","730.0","680.0","False","G1","1642M","843g/l","水洗处理","BLUE MOUNTAIN","12.7%","",""
"S26-6","牙买加 斯东尼庄园 蓝山一号 水洗","premium","牙买加","茶树花香、黑莓、甘蔗的水果香气、奶油、核桃、碧根果、黑巧克力味明显、微苹果酸、入口柔顺度高口感圆润、平衡稳定、回味甘甜。","巧克力坚果调型","STONELEIGH","2025","750.0","690.0","False","G1","1642M","835g/l","水洗处理","BLUE MOUNTAIN","11.8%","",""
"S26-7","牙买加 康丘特庄园 蓝山一号 水洗","premium","牙买加","歌帝梵巧克力、烤苹果酸、酸度中、 醇厚度轻盈、干净度佳、甜感明显。","巧克力坚果调型","","2025","630.0","580.0","False","G1","1600M","852g/l","水洗处理","BLUE MOUNTAIN","11.2%","","Country Traders Estate"
"S26-8","牙买加 康丘特庄园 蓝山一号 水洗 19目","premium","牙买加","白色花香，浅烘焙有柑橘调性，中度烘焙后，奶油的口感顺滑细腻，榛果回甜持久。","均衡圆润型","","2025","730.0","690.0","False","G1","1600M","845g/l","水洗处理","BLUE MOUNTAIN","11.2%","","Country Traders Estate"
"S27-2","哥伦比亚 娜玲珑 17/18目","premium","哥伦比亚","莓果，柑橘，香气十足，甜度高，与明亮的果酸呼应,巧克力余韵。","明亮果酸型","Narino","2024","89.0","80.0","True","Supremo","1800 - 2150M","845g/l","水洗处理","Caturra","11.3%","",""
"S27S","哥伦比亚 牧羊人庄园 粉波旁 椰子糖","premium","哥伦比亚","椰子干，椰子奶糖，太妃糖，巧克力，柑橘，李子，成熟水果，口感柔顺，余韵轻香料。","焦糖甜感型","","2025","208.0","198.0","False","Supremo","1700-1750M","835g/l","水果酵素厌氧水洗","粉红波旁","10.9%","","Finca Pastora"
"S27-1","哥伦比亚 美景庄园 玲珑蜜瓜","premium","哥伦比亚","哈密瓜， 西瓜， 蜂蜜，焦糖。","均衡圆润型","","2024","218.0","205.0","False","Supremo","2000M","834g/l","水果酵素水洗","卡杜拉","11.3%","","考卡/Buenas Vistas庄园"
"S27-1S","哥伦比亚 阿那亚庄园 西瓜","premium","哥伦比亚","西瓜，葡萄柚，水蜜桃，冰淇淋，蜜瓜调水果饮料，风味清新自然。","果汁感热带水果型","慧兰 / Finca ANAYA","2025","223.0","210.0","False","supremo","1600M+","836g/l","西瓜酵素水洗","改良铁皮卡","11.5%","",""
"S27-3","哥伦比亚 瑞士水处理 低因咖啡","premium","哥伦比亚","黑巧克力，焦糖，平衡，口感顺滑，香醇甘甜。","巧克力坚果调型","HUILA","2025","140.0","130.0","False","Supremo","1300-1800M","902g/l","瑞士水处理","Castillo, Caturra, Typica","11.5%","",""
"S27-7","哥伦比亚 蒙特利尔庄园 瑰夏（2023冬季COE冠军）","premium","哥伦比亚","突出花香、柑橘、杏桃、红色樱桃、红茶、多汁浆果、传统的花香调性、橙皮、尾韵悠长、柔顺醇厚、甜度佳、均衡自然。","花香茶感型","托利马","2024","495.0","","False","Supremo","2050M","861g/l","双重发酵水洗","瑰夏","11.2%","","Finca Montreal"
"S27-9","哥伦比亚 双重厌氧水洗 瑰夏 栀子之花","premium","哥伦比亚","栀子花，柑橘，绿茶，葡萄柚，复杂水果，花香突出。","花香茶感型","慧兰","2024","230.0","","False","Supremo","1850M+","850g/l","双重发酵水洗","瑰夏","11.8%","",""
"S8-3","哥斯达黎加 巨石庄园 瑰夏 日晒","premium","哥斯达黎加","花香，甜橙， 菠萝， 葡萄，高甜度，风味丰富多变。","果汁感热带水果型","Finca Casa de Piedra","2023","320.0","","False","SHB","1500-1700M","877g/l","日晒处理","Geisha","11.5%","",""
"S9","哥斯达黎加 西部山谷 蓝马车庄园 日晒","premium","哥斯达黎加","桃子，李子，成熟热带水果香气，酒香，香气浓郁、迷人。","果汁感热带水果型","West Valley","2025","123.0","123.0","False","SHB EP","1400M","825g/l","日晒处理","Caturra,Caruai","11.2%","",""
"S9-1","哥斯达黎加 西部山谷 蓝马车庄园 黄蜜处理","premium","哥斯达黎加","柑橘，葡萄，焦糖，柔和的酸质。","均衡圆润型","West Valley","2025","110.0","110.0","False","SHB","1400M","843g/l","黄蜜处理","Caturra,Caruai","11.4%","",""
"S10","哥斯达黎加 火凤凰庄园 蓝宝石 慢速日晒","premium","哥斯达黎加","无花果酱，橘子，黑糖，乌龙茶。","花香茶感型","火凤凰庄园/中央山谷","2023","120.0","120.0","False","SHB","1600M","912g/l","慢速日晒","Caturra, Catuai","10.4%","",""
"S10-1","哥斯达黎加 火凤凰庄园 黑玫瑰 厌氧日晒","premium","哥斯达黎加","蓝莓果酱，葡萄，凤梨干，水梨。","果汁感热带水果型","火凤凰庄园/中央山谷","2023","125.0","125.0","False","SHB","1600M","905g/l","厌氧日晒处理","Caturra","10.9%","",""
"S12","哥斯达黎加 塔拉珠 卡内特庄园 音乐家 贝多芬","premium","哥斯达黎加","小红莓，柳丁，黃金糖，绿茶，花香，层次丰富多变，整体平衡感。","明亮果酸型","Canet庄园","2025","170.0","170.0","False","SHB","1900M","858g/l","酵素水洗","Yellow Caturra","11.6%","",""
"S12-1","哥斯达黎加 卡内特庄园 葡萄干蜜处理 音乐家 巴哈","premium","哥斯达黎加","浓烈酒香、加州黑李、蜜饯、太妃糖甜、瑞士巧克力、尾韵有着兰姆酒般醇厚。","酒香发酵型","Canet庄园","2025","170.0","170.0","True","SHB","1950M","845g/l","葡萄干蜜处理","Caturra","9.8%","",""
"S12-2","哥斯达黎加 卡内特 音乐家系列 莫扎特","premium","哥斯达黎加","新鲜菠萝、综合莓果、番石榴酸、蜜饯、焦糖、核果，风味强劲。","果汁感热带水果型","Canet庄园","2025","190.0","190.0","False","SHB","1900M","847g/l","葡萄干蜜处理","Caturra","11.3%","",""
"S12-3","哥斯达黎加 卡内特庄园 葡萄干蜜处理 音乐家 肖邦","premium","哥斯达黎加","葡萄干，酒酿樱桃，黑莓，蔗糖，铁观音。","酒香发酵型","Canet庄园","2025","190.0","190.0","False","SHB","1700M","837g/l","葡萄干蜜处理","Caturra","11.1%","",""
"S12-4","哥斯达黎加 米拉珠庄园 葡萄干蜜处理（瑰夏拼配）","premium","哥斯达黎加","爆炸茉莉花香，柠檬， 草莓糖， 水蜜桃， 水果酒。","花香茶感型","Mirazu庄园","2025","155.0","155.0","False","SHB","1700M","815g/l","葡萄干蜜处理","Geisha 、ET47、 SL28、 Maico","10.8%","",""
"S12-4A","哥斯达黎加 米拉珠庄园 瑰夏拼配 酵素水洗","premium","哥斯达黎加","百里香，香草植物，白柚，蔗糖，红茶。","花香茶感型","Mirazu庄园","2025","160.0","160.0","False","SHB","1700M","837g/l","酵素水洗处理","Geisha 、ET47、 SL28、 Maico","11.2%","",""
"S12-5A","哥斯达黎加 米拉珠庄园 卡杜拉 红蜜","premium","哥斯达黎加","杨桃，酸苹果，柑橘，蔗糖，杏仁，红茶。","均衡圆润型","Mirazu庄园","2025","137.0","137.0","False","SHB","1700M","837g/l","红蜜处理","Caturra","11.0%","",""
"S12-6","哥斯达黎加 巨石庄园 F1黑蜜处理","premium","哥斯达黎加","葡萄干的香气、葡萄干的酸值与甜感、风味有菠萝干与陈皮梅、尾韵带有核桃的香气。","酒香发酵型","Finca Las Piedra","2023","130.0","130.0","False","SHB","1700-1800M","862g/l","黑蜜处理","F1","10.6%","",""
"S12-7","哥斯达黎加 小蜜蜂 黑蜜处理","premium","哥斯达黎加","黄花、橘子、枣子、绿茶。","花香茶感型","","2023","135.0","135.0","False","SHB","1600M","905g/l","黑蜜处理","Venecia","10.8%","","SAN VITO/LA ABEJILLA FARM"
"S12-8","哥斯达黎加 小蜜蜂 H1红蜜处理","premium","哥斯达黎加","柑橘、橙皮、葡萄柚、白葡萄、蜂蜜、绿茶。","花香茶感型","","2025","128.0","128.0","False","SHB","1600M","855g/l","红蜜处理","H1","10.9%","","SAN VITO/LA ABEJILLA FARM"
"S13","哥斯达黎加 维斯塔 维拉萨奇 黑蜜处理","premium","哥斯达黎加","热带水果，橙子，樱桃，香草，甘蔗，风味复杂。","果汁感热带水果型","West Valley/Beneficio Vista al Valle","2025","120.0","120.0","False","SHB","1500-1600M","850g/l","黑蜜处理","VILLA SARCHI","11.8%","",""
"S14","哥斯达黎加 拉斯拉哈斯 黑灵魂","premium","哥斯达黎加","葡萄干，菠萝，葡萄，红糖，青茶，甜感十足。","果汁感热带水果型","中央山谷/拉斯拉哈斯庄园","2025","145.0","145.0","False","SHB","1600M","864g/l","日晒处理","卡杜拉&卡杜艾","11.0%","",""
"S14-7","哥斯达黎加 拉斯拉哈斯 黑珍珠日晒","premium","哥斯达黎加","黑莓，黑布林，葡萄干，蜜饯，酒香，甜感持久饱满，BODY厚实。","酒香发酵型","中央山谷/拉斯拉哈斯庄园","2024","137.0","137.0","False","SHB","1600M","795g/l","黑珍珠日晒","Caturra","11.8%","",""
"S15-1","秘鲁 禅茶玛悠 瑰夏 厌氧水洗","premium","秘鲁","花香，蓝莓，苹果酸，成熟水果，巧克力，糖浆，奶油，口感柔顺。","均衡圆润型","禅茶玛悠/COOPCHE（ 库普合作社）","2025","205.0","205.0","False","SHB","1800M","853g/l","厌氧水洗","GEISHA","11.0%","",""
"S15-2","秘鲁 禅茶玛悠 瑰夏 黄蜜处理","premium","秘鲁","茉莉，果香，柑橘，柠檬，蜂蜜甜，红糖，麦芽，口感顺滑。","花香茶感型","禅茶玛悠/COOPCHE（ 库普合作社）","2025","205.0","205.0","False","SHB","1800M","865g/l","黄蜜处理","GEISHA","11.2%","",""
"S16-1","萨尔瓦多 戈巴多庄园 彩虹波旁厌氧日晒","premium","萨尔瓦多","葡萄，苹果，莓果，柠檬，坚果，巧克力，甜感好，风味浓郁，口感圆润顺滑。","均衡圆润型","","2023","140.0","140.0","False","SHB","1300M","887g/l","厌氧日晒处理","Orange, Yellow & Red Bourbon","10.4%","","Finca El Gobiado/Ahuachapán"
"S18-1","危地马拉 安提瓜 拉米尼塔 花神","premium","危地马拉","独有的花香气息结合柔顺清新的柑橘滋味，让花香与水果甜香交织出个性十足却又完美和谐，核果，可可，酸质圆润，BODY细致。","花香茶感型","Antigua/拉米尼塔","2024","102.0","102.0","False","SHB","1200‒1600M","836g/l","水洗处理","卡杜拉、卡杜艾、波旁","12.4%","",""
"S20-2","巴拿马 翡翠庄园 红标 瑰夏 日晒","premium","巴拿马","茉莉花，树莓，芒果，蜂蜜，果汁感，质地干净，风味优雅。","花香茶感型","翡翠庄园","2025","2350.0","","False","SHB","1600-1800M","880g/l","日晒处理","Geisha","10.7%","Canas Verdes/Coronado",""
"S20-3","巴拿马 翡翠庄园 红标 瑰夏 水洗","premium","巴拿马","玫瑰花，柠檬草，柑橘，佛手柑，蔗糖。","花香茶感型","翡翠庄园","2025","2000.0","","False","SHB","1700M以上","856g/l","水洗处理","Geisha","11.3%","El Velo/Guabo",""
"S20-4","巴拿马 翡翠庄园 瑰夏 绿标 日晒","premium","巴拿马","茉莉花，葡萄柚，热带水果，蜂蜜，果汁感。","花香茶感型","翡翠庄园/Cañas Verdès","2025","990.0","","False","SHB","1750M","875g/l","日晒处理","Geisha","11.1%","",""
"S20-5A","巴拿马 翡翠庄园 瑰夏 绿标 水洗（2025产季）","premium","巴拿马","玫瑰花香，甜杏，柑橘，菠萝，蜂蜜与柑橘香气，果汁感。","花香茶感型","翡翠庄园/El Velo","2025","800.0","800.0","False","SHB","1600M以上","850g/l","水洗处理","Geisha","11.2%","",""
"S20-5","巴拿马 翡翠庄园 瑰夏 绿标 水洗","premium","巴拿马","玫瑰花香，甜杏，柑橘，菠萝，蜂蜜与柑橘香气，果汁感。","花香茶感型","翡翠庄园/Jaramillo","2023","760.0","","False","SHB","1600M以上","868g/l","水洗处理","Geisha","10.2%","",""
"S21-1","巴拿马 艾利达庄园 慢速干燥厌氧发酵日晒 瑰夏","premium","巴拿马","无花果、芒果干、柑橘、蜜糖吐司、酸甜滑顺、尾韵枫糖与温带水果茶。","均衡圆润型","Boquete/ Elida Estate","2023","1200.0","","False","SHB","1900M","865g/l","厌氧发酵低温慢速日晒","Geisha","10.4%","",""
"S21-2","巴拿马 驴子庄园 瑰夏 ASD厌氧慢速日晒","premium","巴拿马","香瓜、波罗蜜、发酵、蓝莓、可可、层次感丰富、酸甜平衡，口感圆润滑顺。","酒香发酵型","Boquete/ EI Burro Estate","2023","920.0","","False","SHB","1700-1800M","829g/l","厌氧慢速日晒","Geisha","9.9%","",""
"S21-3","巴拿马 石墙庄园 红标瑰夏 日晒","premium","巴拿马","橙花，柑橘，樱桃，红茶，香气迷人，令人陶醉。","花香茶感型","波奎特/ Los Lajones","2025","490.0","490.0","False","SHB","1650-1730M","842g/l","日晒处理","Geisha","11.3%","",""
"S61","云南普洱 思茅 红酒日晒","premium","中国","红酒，莓果，热带水果，焦糖，巧克力。","酒香发酵型","思茅 袍仗山","2025","84.0","76.0","False","AA","1300-1500M","806g/l","红酒日晒","卡蒂姆Catimor","10.7%","",""
"S62","云南 普洱 红酒日晒 帕亮","premium","中国","浆果，红酒，樱桃，巧克力，蔗糖。","酒香发酵型","普洱孟连","2025","86.0","78.0","False","AA","1300-1400M","818g/l","红酒日晒","卡蒂姆Catimor","10.6%","",""
"S62-1","云南 普洱 思茅 日晒","premium","中国","柑橘，樱桃，甜橙，焦糖，可可，香气浓郁，甜感好。","明亮果酸型","澜沧江畔","2025","83.0","75.0","False","AA","1400-1600M","832g/l","日晒处理","卡蒂姆","13.2%","",""
"S62-2","云南孟连 红酒日晒","premium","中国","花香，浆果，红酒，樱桃，巧克力，风味干净。","花香茶感型","普洱孟连","2025","86.0","78.0","False","AA","1400-1500M","832g/l","红酒日晒","卡蒂姆Catimor","10.9%","",""
"S62-3","云南 孟连 双重厌氧发酵日晒（重发酵）","premium","中国","圣女果，柑橘，热带水果，黑醋栗，红茶。","明亮果酸型","普洱孟连","2025","81.0","73.0","False","AA","1600M","805g/l","双重厌氧发酵日晒","卡蒂姆Catimor","11.0%","",""
"S65","云南 西双版纳 紫叶卡杜拉 水洗","premium","中国","白色花香，砂糖橘，橙子，苹果，奶油，车厘子，绿茶，口感很干净，顺滑。","花香茶感型","西双版纳 勐海 西定","2025","95.0","86.0","False","AA","1800M","860g/l","K72水洗","紫叶卡杜拉（ 德热296）","11.2%","",""
"S66","云南 雪莉","premium","中国","香草，橡木，威士忌，奶油。","酒香发酵型","云南","2025","135.0","125.0","False","AA","1400M","853g/l","酵母浸渍处理法","卡蒂姆","11.6%","",""
"S66-1","云南 茉莉","premium","中国","茉莉，白色花朵，柑橘甜，焦糖。","花香茶感型","云南","2025","135.0","125.0","False","AA","1400M","847g/l","酵母浸渍处理法","卡蒂姆","11.5%","",""
"S66-2","云南 奶油草莓","premium","中国","奶油，草莓，莓果，香气浓郁。","明亮果酸型","云南","2025","140.0","130.0","False","AA","1400M+","828g/l","酵母浸渍处理法","卡蒂姆","10.5%","",""
"S1-1","印度尼西亚 苏门答腊 多巴湖 黄金曼特宁19目","premium","印度尼西亚","平衡，醇厚度高，果酸明亮，坚果，甜巧克力，焦糖，余韵悠长。","均衡圆润型","苏门答腊/多巴湖","2025","111.0","103.0","False","G1","1100-1500 m","825g/l","湿刨法","Mandeling","12.8%","",""
"S1-2","印度尼西亚 苏门答腊 黄金曼特宁20目(颗粒饱满）","premium","印度尼西亚","干净，醇厚度高，焦糖甜香明显，果酸明亮。","焦糖甜感型","苏门答腊","2025","123.0","113.0","True","G1","1000-1700M","830g/l","湿刨法","Mandeling","12.0%","",""
"S1-2S","印度尼西亚 苏门答腊 黄金曼特宁21目","premium","印度尼西亚","干净，醇厚度高，莓果，花香，香料，黑巧克力，高甜。","明亮果酸型","苏门答腊","2025","130.0","120.0","True","G1","1600-1800M","820g/l","湿刨法","Mandeling","12.0%","",""
"S1-3","印度尼西亚 苏门答腊 黄金曼特宁 PWN","premium","印度尼西亚","口感醇厚，巧克力，焦糖甜香明显，带有薄荷和果酸风味。","巧克力坚果调型","苏门答腊 生产者 ： PWN","2025","152.0","142.0","False","G1","1350-1500M","858g/l","湿刨法","铁皮卡","12.6%","",""
"S1-4","印度尼西亚 苏门答腊岛 亚齐 日晒曼特宁","premium","印度尼西亚","葡萄，凤梨，菠萝蜜，蜂蜜，热带水果酒。","果汁感热带水果型","苏门答腊岛.亚齐省","2025","120.0","110.0","True","G1","1300-1500M","g/l","日晒处理","铁皮卡","%","",""
"S2","印度尼西亚 中爪哇 日晒 黄钻","premium","印度尼西亚","凤梨，糖浆，花香，莓果，高甜感。","果汁感热带水果型","中爪哇孙多罗火山区","2024","120.0","105.0","False","G1","1600-1800M","820g/l","日晒处理","Catura,Catimor","10.9%","",""
"S2-4","印度尼西亚 亚齐 塔瓦湖 厌氧日晒","premium","印度尼西亚","柑橘，香橙，香料，枫糖。","明亮果酸型","亚齐省/塔瓦湖","2024","105.0","95.0","True","G1","1400M","852g/l","厌氧日晒","Catimor","10.3%","",""
"S3","印度尼西亚 亚齐 曼特宁龙果长豆 半水洗","premium","印度尼西亚","花香，奶油，橙子，蔗糖，巧克力，坚果，柔顺。","花香茶感型","亚齐 塔瓦湖","2025","135.0","120.0","False","GR1 TP/三次手选","1600M","877g/l","半水洗","Abbysinia","13.2%","",""
"S3-1","印尼 西爪哇 水洗 蜜果（ 高甜）","premium","印度尼西亚","花香，黑莓，绿茶，热带水果，坚果，高甜度，口感厚实，平衡浓郁。","花香茶感型","西爪哇 WEST JAVA","2025","110.0","100.0","False","G1三次手选","1400-1800M","862g/l","水洗处理","铁皮卡","13.0%","",""
"S4","巴布亚新几内亚 科尔布兰庄园 瑰夏 水洗","premium","巴布亚新几内亚","百香果，桃子，红苹果，红茶，黑巧克力，干枣，甜感很好，口感厚实丰富。","果汁感热带水果型","东高地/科尔布兰庄园","2024","285.0","275.0","False","AA","1829M","832g/l","水洗处理","GEISHA","10.9%","","科尔布兰庄园"
"S4-2","巴布亚新几内亚 西格里庄园 天堂鸟 AA","premium","巴布亚新几内亚","焦糖甜明显，水果软糖带着蜂蜜香气，黑巧克力，奶油，松木，香料。","焦糖甜感型","西格里庄园/ Wahgi山谷","2024","91.0","81.0","True","AA","1500-1800M","845g/l","水洗处理","Typica","12.1%","","西格里庄园"
"S5-2","巴西 摩吉安娜 翠鸟 黄波旁","premium","巴西","坚果，巧克力，甘蔗，口感柔滑细腻，尾韵持久。","巧克力坚果调型","South Minas","2024","95.0","85.0","True","NY.2","1000-1200M","847g/l","日晒处理","Yellow bourbon","11.0%","",""
"S6","哥斯达黎加 塔拉珠 圣迭戈处理厂 蜂鸟","premium","哥斯达黎加","细腻干净，莓果酸亮很甜，焦糖巧克力，花香，油脂感优。","明亮果酸型","塔拉珠","2025","96.0","88.0","False","SHB","1500-2000M","851g/l","水洗处理","Caturra,Caruai","12.0%","",""
"S6-0","哥斯达黎加 圣萝蔓处理厂 蜂鸟 日晒","premium","哥斯达黎加","黑布林，草莓，葡萄，坚果，红糖。","明亮果酸型","塔拉珠","2025","120.0","110.0","False","SHB","1600M","877g/l","日晒处理","Caturra,Caruai","10.3%","",""
"S6-1","哥斯达黎加 小蜜蜂 日晒","premium","哥斯达黎加","葡萄干，养乐多，苹果，康普茶。","果汁感热带水果型","","2023","145.0","135.0","False","SHB","1600M","903g/l","日晒处理","Venecia","10.7%","","SAN VITO / LA ABEJILLA FARM"
"S7","哥斯达黎加 美洲虎 日晒处理","premium","哥斯达黎加","西梅，黑莓，巧克力，水果香甜口感。","明亮果酸型","塔拉珠","2025","120.0","110.0","False","SHB","1600-1900M","849g/l","日晒处理","Caturra,Caruai","11.8%","",""
"S7-1","哥斯达黎加 美洲虎 红蜜处理","premium","哥斯达黎加","蜂蜜，哈密瓜，石榴。","果汁感热带水果型","塔拉珠","2025","122.0","112.0","False","SHB","1600-1900M","838g/l","红蜜处理","Caturra,Caruai","12.5%","",""
"S8","哥斯达黎加 托布希庄园 Villasarchi 日晒","premium","哥斯达黎加","酒香，芒果干，深黑巧克力，黑醋栗，枫糖。","酒香发酵型","","2023","145.0","135.0","False","SHB","2000M","875g/l","日晒处理","Villasarchi","11.2%","","TOBOSI 庄园"
"S8-1","哥斯达黎加 马丁帕迪拉处理厂 厌氧日晒","premium","哥斯达黎加","葡萄酒，蓝莓，芒果，桃子酸奶，杏桃，果汁与复杂的酒感。","酒香发酵型","塔拉珠","2023","100.0","","False","SHB","1800M","896g/l","厌氧日晒处理","Villa Lobos薇拉罗伯斯","11.9%","",""
"S8-2A","哥斯达黎加 女神庄园 瑰夏 厌氧日晒","premium","哥斯达黎加","蓝莓，水蜜桃，甜瓜，热带水果，蜂蜜，奶油，甜度高，Body质感佳，层次分明。","果汁感热带水果型","","2024","490.0","","False","SHB","1800M","852g/l","厌氧日晒","Geisha","11.0%","","Dota/女神庄园"
"X15","埃塞俄比亚 罕贝拉G1 花魁 圆豆 水洗 NEW","premium","埃塞俄比亚","茉莉花，柠檬草，葡萄柚，甜橙，蜂蜜，红茶。","花香茶感型","GUJI/ HAMBELA/Buku ABEL","2025","102.0","92.0","False","G1","2200 - 2350M","877g/l","水洗处理","Heirloom","10.9%","",""
"I-2","印度尼西亚 苏门答腊 曼特宁G1","common","印度尼西亚","草药，香料，坚果，巧克力，焦糖，低酸值，醇厚，油脂丰富","烟熏木质型","Sumatra","2025","87.0","77.0","False","G1","1300 ‒ 1600M","860g/l","湿刨法","Mandeling","13.5%","",""
"I-3","印度尼西亚 苏门答腊 林东 曼特宁 G1 三次手选","common","印度尼西亚","奶油，黑糖，香料，焦糖甜香明显，醇厚度高。","焦糖甜感型","苏门答腊","2025","88.0","79.0","False","G1","1300 ‒ 1700M","873g/l","湿刨法","Mandeling","13.7%","",""
"I-4","印度尼西亚 苏门答腊 GAYO 曼特宁G1 三次手选","common","印度尼西亚","花香，莓果，香料，苏格兰黄油，黑巧克力，坚果，甜度高，干净，高醇厚度","花香茶感型","伽优山","2025","88.0","79.0","False","G1 TP/三次手选","1400 ‒ 1600M","849g/l","湿刨法","铁皮卡","12.4%","",""
"I-5","印度尼西亚 罗布斯塔 日晒 17/18","common","印度尼西亚","巧克力风味，焦糖的甜感，高醇厚度，口感干净，油脂丰厚。","巧克力坚果调型","印尼","2025","59.0","51.0","False","G1","1350 ‒ 1400M","803g/l","日晒抛光","Robusta","10.4%","",""
"V-1","越南 罗布斯塔 18目","common","越南","香味浓，香醇，气味独特。","未分类","Dat Lat","2025","55.0","47.0","False","G1","800 ‒ 1100M","864g/l","日晒抛光","Robusta","11.3%","",""
"U-1","乌干达 罗布斯塔 18目","common","乌干达","口感纯净，香气浓郁，拼配的最佳选择。","未分类","Uganda","2025","59.0","51.0","False","AA","800 ‒ 1100M","813g/l","日晒抛光","Robusta","10.9%","",""
"U-1A","乌干达 罗布斯塔 17目","common","乌干达","口感纯净，香气浓郁，坚果，巧克力。","巧克力坚果调型","Uganda","2025","58.0","50.0","False","AA","800 ‒ 1100M","813g/l","日晒抛光","Robusta","10.9%","",""
"U-1S","乌干达 罗布斯塔 15目","common","乌干达","口感纯净，香气浓郁，拼配的最佳选择。","未分类","Uganda","2025","55.0","47.0","False","AA","1500M","836g/l","日晒抛光","Robusta","11.8%","",""
"U-2","乌干达 布基苏 AA 阿拉比卡（17/18目）","common","乌干达","坚果香，口感醇厚，干净无杂味","巧克力坚果调型","Bugisu","2025","82.0","75.0","False","AA","1600M","860g/l","水洗处理","阿拉比卡","11.6%","",""
"LA-1","老挝 阿拉比卡 水洗","common","老挝","果香，蜂蜜，核果，醇厚度好，风味均衡，口感细腻浓郁。","均衡圆润型","Laos","2024","70.0","62.0","False","","900-1300M","830g/l","水洗处理","卡蒂姆","12.2%","",""
"C-1","云南AAA 水洗（2025新产季）","common","中国","柑橘，坚果，花香，巧克力，红糖。","花香茶感型","保山潞江坝","2025","73.0","67.0","False","AAA","1350-1600M","850g/l","水洗处理","卡蒂姆","11.0%","",""
"C-2","云南 小圆米 水洗","common","中国","坚果，柠檬，橙子，甜感好。","明亮果酸型","普洱孟连","2025","64.0","57.0","True","PB","1200-1700M","846g/l","水洗处理","卡蒂姆","11.3%","",""
"P-2","巴布亚 巴布亚新几内亚 东高地 AX 水洗","common","巴布亚新几内亚","柑橘，莓果，绿茶，酸度适中，枫糖。","花香茶感型","东高地","2025","85.0","76.0","False","AX（B）","1500M","841g/l","水洗处理","Typica，Bournbon","11.2%","",""
"P-3","巴布亚 巴布亚新几内亚 东高地 A","common","巴布亚新几内亚","甘蔗，奶油，坚果，高甜度，平衡感好。","均衡圆润型","东高地","2025","87.0","78.0","False","A","1500M","832g/l","水洗处理","Typica，Bournbon","12.6%","",""
"P-4","巴布亚 巴布亚新几内亚 哈根山 Y","common","巴布亚新几内亚","榛子，坚果，莓果，焦糖，蜂蜜，平衡度高。","均衡圆润型","Mount Hagen","2025","83.0","74.0","False","Y","1650M","838g/l","水洗处理","Typica, Caturra","13.3%","",""
"P-5","巴布亚 巴布亚新几内亚 哈根山 MIX(A,B,Y)","common","巴布亚新几内亚","柑橘，黑巧克力，酸度适中，平衡，高甜度，口感厚实。","均衡圆润型","Mount Hagen","2025","84.0","76.0","False","印Y，MIX(A,B,Y)","1650M","850g/l","水洗处理","Typica, Caturra","11.6%","",""
"H-1","洪都拉斯 水洗 SHG（ 内袋）","common","洪都拉斯","柠檬，果酸，烤坚果，焦糖饼干，可可，巧克力。","明亮果酸型","H o n d u r a s","2025","87.0","81.0","False","SHG","1600M","853g/l","水洗处理","Bourbon, Catuai, Caturra","12.8%","",""
"PE-1","秘鲁 库斯科 水洗","common","秘鲁","坚果，酸质均衡，醇厚浓郁。","均衡圆润型","库斯科","2023","67.0","58.0","True","SHB","1450-1600M","856g/l","水洗处理","Typica","12.5%","",""
"B-1","巴西 14-16目 NY2-3 FC 日晒","common","巴西","坚果，巧克力，麦芽，甘甜。","巧克力坚果调型","Santos","2025","89.0","80.0","False","NY.2/3","900M-1000M","832g/l","日晒处理","Catuai，Acaia","12.0%","",""
