"code","name","type","country","flavor_profile","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety"
"S22-7","巴拿马 维纳斯 小农 瑰夏 蓝标 水洗","premium","巴拿马","茉莉花、柑橘、葡萄柚、牛奶糖、蜂蜜、香水柠檬，入口纯净甘甜，醇厚丝滑，层次分明，让人陶醉。","波奎特","2024","380.0","360.0","False","SHB","1700-1800M","865g/l","水洗处理","Geisha"
"S23","巴拿马 福福庄园 卡杜拉 水洗","premium","巴拿马","柑橘，杏桃，奶油，夏威夷果，口感干净 。","福福庄园","2023","90.0","78.0","False","SHB","1650-1700M","886g/l","水洗处理","卡杜拉"
"S23-1","巴拿马ABU 阿布庄园 卡杜拉 日晒","premium","巴拿马","红酒、奇异果、凤梨、蜂蜜。","阿布庄园","2024","155.0","145.0","False","SHB","1550M","852g/l","日晒处理","卡杜拉"
"S23-2","巴拿马 巴鲁火山 丘比特70%瑰夏 慢速日晒","premium","巴拿马","具有黑胡椒的香气、青苹果的酸值、中段香瓜的甜感温度降低后有李子与热带水果风味，尾韵带出淡淡红茶香气。","Volcan Baru","2023","255.0","245.0","False","SHB","1600-1650M","860g/l","慢速日晒处理","70%Geisha, Catuai,caturra"
"S23-3","巴拿马 雷利达庄园 帝比卡 水洗","premium","巴拿马","柑橘，莓果，水果香气，酸质细腻干净，焦糖甜，圆润爽口。","Boquete/Lerida Estate","2024","120.0","110.0","False","SHB","1850M","873g/l","水洗处理","Typica"
"S24","卢旺达 基加利 水洗","premium","卢旺达","凤梨，葡萄柚，柑橘，茶感尾韵。","Kigal","2024","96.0","86.0","False","A","1650-1900M","885g/l","水洗处理","Bourbon，Typica"
"S24-1","卢旺达 基加利 日晒 精选","premium","卢旺达","香蕉，芒果，葡萄果酒，奶油，果汁感。","Kigal","2024","112.0","102.0","False","A","1700-2000M","886g/l","日晒处理","Bourbon，Typica"
"S45","坦桑尼亚 阿鲁沙庄园 小红莓 AB 精品","premium","坦桑尼亚","莓果、红色水果、红茶、轻红酒感、柔酸。","Arusha/梅鲁火山","2023","77.0","68.0","False","AB","1800M","790g/l","水洗处理","Bourbon"
"S25","墨西哥 法帝玛庄园 日晒","premium","墨西哥","百香果，凤梨，枫糖，葡萄干，蜂蜜。","Veracruz/Coatepec","2023","195.0","185.0","True","SHG","1500-1650M","883g/l","日晒处理","Marsellesa"
"S69","荔枝兰.洪都拉斯 莫卡庄园 白兰地酒桶发酵水洗","premium","洪都拉斯","荔枝、白兰地、蜜瓜、蜂蜜。","Masaguara 马萨瓜拉","2023","195.0","185.0","False","SHG","1500-1700M","794g/l","白兰地酒桶发酵水洗","Typica 铁皮卡"
"S7","哥斯达黎加 怪兽庄园 厌氧日晒（肉桂风味）","premium","哥斯达黎加","肉桂奶油蛋糕， 莓果， 苹果， 奶油般触感，焦糖，丰富多层次风味。","san ramon 庄 园 ： cafe de alturra，la minilla","2022","230.0","220.0","False","SHB","1300M","871g/l","厌氧日晒","caturra， catuai"
"S8","哥斯达黎加 托布希庄园 Villasarchi 日晒 NEW","premium","哥斯达黎加","酒香，芒果干，深黑巧克力，黑醋栗，枫糖。","TOBOSI 庄园","2023","145.0","135.0","False","SHB","2000M","875g/l","日晒处理","Villasarchi"
"S8-1","哥斯达黎加 科培庄园 Villasarchi 日晒 NEW","premium","哥斯达黎加","葡萄干，酒酿樱桃，青苹果，黑糖。","Tarrazu/Hacienda Copey","2024","130.0","120.0","False","SHB","1840-2195M","860g/l","日晒处理","Villasarchi"
"S8-2","哥斯达黎加 多塔 女神庄园 瑰夏 NEW 厌氧日晒（2023产季）","premium","哥斯达黎加","香瓜、蜂蜜、蓝莓、甜瓜、奶油、甜度高、Body质感佳、层次分明。","Dota/女神庄园","2023","590.0","590.0","False","SHB","1800M","852g/l","厌氧日晒","Geisha"
"S9","哥斯达黎加 女神庄园 厌氧日晒 瑰夏","premium","哥斯达黎加","浓郁花香，凤梨、百香果、水蜜桃，超级热带水果的风味，白葡萄果汁般的质地细腻精致，丰富多变的滋味，干净清新。","Dota/女神庄园","2022","438.0","438.0","False","SHB","1800M","886g/l","厌氧日晒","Geisha"
"S10","哥斯达黎加 火凤凰庄园 蓝宝石 慢速日晒 NEW","premium","哥斯达黎加","无花果酱，橘子，黑糖，乌龙茶。","火凤凰庄园/中央山谷","2023","130.0","120.0","False","SHB","1600M","912g/l","慢速日晒","Caturra, Catuai"
"S10-1","哥斯达黎加 火凤凰庄园 黑玫瑰 厌氧日晒 NEW","premium","哥斯达黎加","蓝莓果酱，葡萄，凤梨干，水梨。","火凤凰庄园/中央山谷","2023","135.0","125.0","False","SHB","1600M","905g/l","厌氧日晒处理","Caturra"
"S10-2","哥斯达黎加 马丁帕迪拉处理厂 厌氧日晒","premium","哥斯达黎加","葡萄酒，蓝莓，芒果，桃子酸奶，杏桃，果汁与复杂的酒感。","塔拉珠","2022","143.0","130.0","False","SHB","1800M","896g/l","厌氧日晒处理","Villa Lobos薇拉罗伯斯"
"S11-7","哥斯达黎加 巨石庄园 瑰夏 日晒 NEW","premium","哥斯达黎加","花香，甜橙， 菠萝， 葡萄，高甜度，风味丰富多变。","Finca Casa de Piedra","2023","320.0","320.0","False","SHB","1500-1700M","877g/l","日晒处理","Geisha"
"S12-1","哥斯达黎加 卡内特庄园 葡萄干蜜处理 音乐家 巴哈 NEW","premium","哥斯达黎加","浓烈酒香、加州黑李、蜜饯、太妃糖甜、瑞士巧克力、尾韵有着兰姆酒般醇厚。","Canet庄园","2024","180.0","170.0","False","SHB","1950M","895g/l","葡萄干蜜处理","Caturra"
"S12-2","哥斯达黎加 卡内特 音乐家系列 莫扎特 NEW","premium","哥斯达黎加","新鲜菠萝、综合莓果、番石榴酸、蜜饯、焦糖、核果，风味强劲。","Canet庄园","2024","200.0","190.0","False","SHB","1900M","853g/l","葡萄干蜜处理","Caturra"
"S12-3","哥斯达黎加 卡内特庄园 肖邦 葡萄干蜜处理 F1品种 NEW","premium","哥斯达黎加","草莓，紫葡萄， 樱桃， 红莓， 枫糖， 香槟酒。","Canet庄园","2024","200.0","190.0","False","SHB","1700M","853g/l","葡萄干蜜处理","F1"
"S12-4","哥斯达黎加 米拉珠庄园 葡萄干蜜处理（瑰夏拼配） NEW","premium","哥斯达黎加","爆炸茉莉花香 草莓糖 水蜜桃 水果酒。","Mirazu庄园","2024","165.0","155.0","False","SHB","1700M","856g/l","葡萄干蜜处理","Geisha 、ET47、 SL28、 Maico"
"S12-4A","哥斯达黎加 米拉珠庄园 酒桶静置 NEW 葡萄干蜜处理（瑰夏拼配）","premium","哥斯达黎加","红葡萄，酒感，蓝莓，杨桃，巧克力。","Mirazu庄园","2024","165.0","155.0","False","SHB","1700M","853g/l","酒桶静置，葡萄干蜜处理","Geisha 、ET47、 SL28、 Maico"
"S12-5","哥斯达黎加 米拉珠庄园 厌氧日晒 Maico瑰夏 NEW","premium","哥斯达黎加","茉莉花香，桃子，百香果，香柠檬，伯爵茶。","Mirazu庄园","2023","200.0","190.0","False","SHB","1700M","885g/l","日晒处理","Maico Geisha"
"S12-6","哥斯达黎加 巨石庄园 F1黑蜜处理 NEW","premium","哥斯达黎加","葡萄干的香气、葡萄干的酸值与甜感、风味有菠萝干与陈皮梅、尾韵带有核桃的香气。","Finca Las Piedra","2023","140.0","130.0","False","SHB","1700-1800M","862g/l","黑蜜处理","F1"
"S12-7","哥斯达黎加 小蜜蜂 黑蜜处理 NEW","premium","哥斯达黎加","黄花、橘子、枣子、绿茶。","SAN VITO/LA ABEJILLA FARM","2023","145.0","135.0","False","SHB","1600M","905g/l","黑蜜处理","Venecia"
"S13","哥斯达黎加 科培庄园 Villasarchi 黑蜜处理 NEW","premium","哥斯达黎加","葡萄干，樱桃，熟凤梨，蔗糖，绿茶。","Tarrazu/ Hacienda Copey","2024","160.0","150.0","False","SHB","1840-2195M","903g/l","黑蜜处理","Villasarchi"
"S14","哥斯达黎加 爱丽斯庄园 红蜜处理 NEW","premium","哥斯达黎加","蔓越莓，提子，枫糖。","TRES RIOS","2024","120.0","110.0","False","SHB","1350M","868g/l","红蜜处理","F1"
"S14-7","哥斯达黎加 拉斯拉哈斯 黑珍珠日晒 NEW","premium","哥斯达黎加","黑莓，黑布林，葡萄干，蜜饯，酒香，甜感持久饱满，BODY厚实。","中央山谷/拉斯拉哈斯庄园","2023","155.0","145.0","False","SHB","1600M","795g/l","黑珍珠日晒","Caturra"
"S14-8","哥斯达黎加 拉斯拉哈斯 黑灵魂 NEW","premium","哥斯达黎加","樱桃果酱，黑加仑，热带水果，可可，甜感十足。","中央山谷/拉斯拉哈斯庄园","2023","140.0","130.0","False","SHB","1600M","812g/l","全红果日晒","卡杜拉&卡杜艾"
"S15","秘鲁 禅茶玛悠 瑰夏 日晒 NEW","premium","秘鲁","玫瑰，茉莉，果味，橘子，可可，明亮的酸度，干果，无花果，榛子，持久而柔软的BODY。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","226.0","218.0","False","SHB","1800M","846g/l","日晒处理","GEISHA"
"S15-1","秘鲁 禅茶玛悠 瑰夏 厌氧水洗 NEW","premium","秘鲁","花香，蓝莓，苹果酸，成熟水果，巧克力，糖浆，奶油，口感柔顺。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","215.0","205.0","False","SHB","1800M","853g/l","厌氧水洗","GEISHA"
"S15-2","秘鲁 禅茶玛悠 瑰夏 黄蜜处理 NEW","premium","秘鲁","茉莉，果香，柑橘，柠檬，蜂蜜甜，红糖，麦芽，口感顺滑。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","215.0","205.0","False","SHB","1800M","865g/l","黄蜜处理","GEISHA"
"S15-3","秘鲁 禅茶玛悠 卡杜拉 日晒 NEW","premium","秘鲁","花香，柑橘，橙子，樱桃，坚果，核桃，巧克力，糖蜜，甜度好，余韵悠长。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","106.0","98.0","False","SHB","1600M","860g/l","日晒处理","Caturra"
"S15-4","秘鲁 禅茶玛悠 卡杜拉 厌氧水洗 NEW","premium","秘鲁","茉莉花香，柑橘，葡萄柚，桃子，苹果，无花果，巧克力，麦芽，柔顺，甜度好，余韵悠长。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","102.0","94.0","False","SHB","1600M","870g/l","厌氧水洗","Caturra"
"S15-5","秘鲁 禅茶玛悠 小蓝山 铁皮卡 NEW","premium","秘鲁","柑橘，巧克力，甘蔗，焦糖，蜂蜜，麦芽，奶油般顺滑，味道持久。","禅茶玛悠/COOPCHE（ 库普合作社）","2024","104.0","94.0","False","SHB","1600M","845g/l","水洗处理","Typica"
"S16-1","萨尔瓦多 戈巴多庄园 彩虹波旁厌氧日晒 NEW","premium","萨尔瓦多","葡萄，苹果，莓果，柠檬，坚果，巧克力，甜感好，风味浓郁，口感圆润顺滑。","Finca El Gobiado/Ahuachapán","2023","155.0","145.0","False","SHB","1300M","887g/l","厌氧日晒处理","Orange, Yellow & Red Bourbon"
"S16-2","萨尔瓦多 莱穆斯庄园 日晒 NEW","premium","萨尔瓦多","柠檬茶，李子，黑莓果，巧克力，焦糖。","Finca LEMUS","2023","113.0","103.0","False","SHB","1200M","902g/l","日晒处理","Red Icatu"
"S17","危地马拉 纯正安提瓜 极硬豆 NEW","premium","危地马拉","百香果，可可，奶油，红糖，口感细腻柔和，非常醇厚。","Antigua","2023","88.0","78.0","False","SHB","1500‒1700M","848g/l","水洗处理","Bourbon， Caturra"
"S60","云南普洱 黄波旁 全日晒","premium","中国","花香，樱桃酒，山核桃，黑巧克力，坚果，热带水果酒。","普洱炮掌山","2024","62.0","54.0","False","AA","1500M","867g/l","日晒处理","黄波旁"
"S62","云南 孟连 腊福庄园 慢速日晒","premium","中国","酒香，黑巧克力，黑醋栗，热带水果 ，红糖","普洱 孟连","2023","57.0","47.0","False","AA","1500-1700M","866g/l","慢速日晒","卡蒂姆Catimor"
"S62-1","云南孟连 红酒日晒","premium","中国","花香，浆果，红酒，樱桃，巧克力，风味干净。","普洱孟连","2024","56.0","48.0","False","AA","1400-1500M","815g/l","红酒日晒","卡蒂姆Catimor"
"S62-2","云南 孟连富岩 蜜处理（云南大赛第7名）","premium","中国","橙子，茶感，坚果奶，蜂蜜，莓果。","孟连富岩","2024","68.0","60.0","False","AA","1500-1700M","816g/l","蜜处理","卡蒂姆"
"S63","云南孟连 双重厌氧发酵日晒（银辉庄园）","premium","中国","树莓，朗姆酒，酒心巧克力，热带水果。","孟连 银辉庄园","2024","72.0","65.0","False","AA","1400-1500M","868g/l","双重厌氧发酵日晒","卡蒂姆Catimor"
"S63-1","云南 普洱 厌氧发酵日晒（次米竹庄园）","premium","中国","樱桃，树莓，圣女果，热带水果，肉桂，花香。","云南普洱","2023","72.0","62.0","False","AA","1600M","846g/l","厌氧发酵日晒（16目以上）","卡蒂姆Catimor"
"S63-1S","云南普洱 双重厌氧发酵日晒（次米竹庄园）","premium","中国","圣女果，草莓，热带水果，花香，橙子。","云南西盟 次米竹","2023","78.0","70.0","False","AA","1600M","871g/l","双重厌氧发酵日晒22天（16目以上）","卡蒂姆Catimor"
"S63-2S","云南普洱 红酒日晒（澜沧）","premium","中国","坚果 葡萄干 黑醋栗 酒心巧克力。","澜沧产区","2023","63.0","55.0","False","AA","1450-1650M","885g/l","红酒日晒","卡蒂姆Catimor"
"S63-4","云南普洱 红酒日晒（天皓）（2023年云南大赛第四名）","premium","中国","果酒、菠萝蜜、黑巧克力，坚果。","普洱澜沧天皓","2023","76.0","70.0","False","AA","1400M","893g/l","红酒日晒","卡蒂姆Catimor"
"S63-7","云南厌氧预发酵日晒（天宇庄园）","premium","中国","花香、甜橙和水蜜桃。","孟连天宇庄园","2022","63.0","55.0","False","AA","1400-1700m","825g/l","厌氧预发酵日晒处理","卡蒂姆Catimor"
"S64","云南普洱厌氧预发酵水洗(天宇庄园)","premium","中国","茉莉花香、柑橘甜、焦糖。","孟连天宇庄园","2022","56.0","50.0","False","AA","1450-1750m","870g/l","厌氧预发酵水洗","卡蒂姆Catimor"
"S64-1","云南双重厌氧发酵水洗（天宇庄园）","premium","中国","蜂蜜柠檬茶，高甜，醇厚。","孟连天宇庄园","2022","56.0","50.0","False","AA","1450-1750m","876g/l","双重厌氧发酵水洗","卡蒂姆Catimor"
"S65","云南 西双版纳 紫叶卡杜拉 水洗","premium","中国","白色花香，砂糖橘，橙子，苹果，奶油，车厘子，绿茶，口感很干净，顺滑。","西双版纳 勐海 西定","2024","82.0","72.0","False","AA","1800M","860g/l","K72水洗","紫叶卡杜拉（ 德热296）"
"S66","云南 雪莉","premium","中国","香草，橡木，威士忌，奶油。","云南","2024","115.0","105.0","False","AA","1400M","853g/l","酵母浸渍处理法","卡蒂姆"
"S66-1","云南 茉莉","premium","中国","茉莉，白色花朵，柑橘甜，焦糖。","云南","2024","110.0","100.0","False","AA","1400M","847g/l","酵母浸渍处理法","卡蒂姆"
"S1-1","印度尼西亚 苏门答腊 多巴湖 黄金曼特宁19目","premium","印度尼西亚","平衡，醇厚度高，果酸明亮，坚果，甜巧克力，焦糖，余韵悠长。","苏门答腊/多巴湖","2024","111.0","103.0","False","G1","1100-1500 m","837g/l","湿刨法","Mandeling"
"S1-2","印度尼西亚 苏门答腊 黄金曼特宁20目","premium","印度尼西亚","干净，醇厚度高，焦糖甜香明显，果酸明亮。","苏门答腊","2024","130.0","120.0","True","G1","1000-1700M","843g/l","湿刨法","Mandeling"
"S1-3","印度尼西亚 苏门答腊 黄金曼特宁 PWN","premium","印度尼西亚","口感醇厚，巧克力，焦糖甜香明显，带有薄荷和果酸风味。","苏门答腊 生产者 ： PWN","2024","152.0","142.0","False","G1","1350-1500M","858g/l","湿刨法","铁皮卡"
"S1-4","印度尼西亚 苏门答腊岛 亚齐 日晒曼特宁","premium","印度尼西亚","哈密瓜，凤梨，莓果，花香，香料，可可脂。","苏门答腊岛.亚齐省","2024","135.0","125.0","False","G1","1300-1400M","887g/l","日晒处理","Catimor"
"S2-4","印尼 西爪哇 水洗 蜜果（ 高甜）","premium","印度尼西亚","花香，黑莓，绿茶，热带水果，坚果，高甜度，口感厚实，平衡浓郁","西爪哇WEST","2024","101.0","92.0","True","G1三次手选","1400-1800m","882g/l","水洗处理","铁皮卡Typica"
"S3","印度尼西亚 亚齐 曼特宁龙果长豆 半水洗","premium","印度尼西亚","花香，奶油，橙子，蔗糖，巧克力，坚果，柔顺。","亚齐 塔瓦湖","2024","131.0","116.0","False","GR1 TP/三次手选","1600M","877g/l","半水洗","Abbysinia"
"S4","巴布亚新几内亚 东高地 奥卡帕 AA","premium","巴布亚新几内亚","甘蔗，奶油，坚果，高甜度，平衡感好。","东高地","2023","72.0","62.0","False","AA","1500M","905g/l","水洗处理","Typica, Bournbon"
"S4-1","巴布亚新几内亚 哈根山 AA","premium","巴布亚新几内亚","柑橘，杏仁，番茄，高甜度，口感厚实丰富。","Mount Hagen","2023","74.0","64.0","False","AA","1650M","881g/l","水洗处理","Typica, Caturra"
"S4-2","巴布亚新几内亚 西格里庄园 天堂鸟 AA","premium","巴布亚新几内亚","焦糖甜明显，水果软糖带着蜂蜜香气，黑巧克力，奶油，松木，香料。","西格里庄园/ Wahgi山谷","2024","82.0","72.0","False","AA","1500-1800M","845g/l","水洗处理","Typica"
"S5","巴西 圣路易斯 卡杜艾 厌氧日晒","premium","巴西","柠檬、李子、布林、红糖、杏仁、口感顺滑。","Cerrado","2023","73.0","63.0","False","NY.2","1000-1200M","823g/l","厌氧日晒处理","Yellow Catuai"
"S5-1","巴西 喜拉多 圣野庄园 水蜜桃 日晒","premium","巴西","红色水果，果干，杏仁，柔和核果酸质，酸甜平衡。","米纳斯喜拉多 庄 园 ： Capim Branco圣野庄园","2024","72.0","64.0","False","NY.2/FC SS","1200M","839g/l","日晒处理","Yellow Icatu"
"S5-2","巴西 摩吉安娜 翠鸟","premium","巴西","坚果，巧克力，甘蔗，口感柔滑细腻，尾韵持久。","South Minas","2024","76.0","68.0","False","NY.2","1000-1200M","847g/l","日晒处理","Yellow bourbon"
"S6","哥斯达黎加 塔拉珠 圣迭戈处理厂 蜂鸟","premium","哥斯达黎加","细腻干净，莓果酸亮很甜，焦糖巧克力，花香，油脂感优。","塔拉珠","2024","85.0","76.0","False","SHB","1500-2000M","884g/l","水洗处理","Caturra,Caruai"
"S6-1","哥斯达黎加 小蜜蜂 日晒","premium","哥斯达黎加","葡萄干，养乐多，苹果，康普茶。","SAN VITO / LA ABEJILLA FARM","2023","145.0","135.0","False","SHB","1600M","903g/l","日晒处理","Venecia"
"I-2","印度尼西亚 苏门答腊 曼特宁G1","common","印度尼西亚","草药，香料，坚果，巧克力，焦糖，低酸值，醇厚，油脂丰富","Sumatra","2024","83.0","73.0","False","G1","1300 ‒ 1600M","860g/l","湿刨法","Mandeling"
"I-3","印度尼西亚 苏门答腊 林东 曼特宁 G1 三次手选","common","印度尼西亚","奶油，黑糖，香料，焦糖甜香明显，醇厚度高。","苏门答腊","2024","85.0","76.0","False","G1","1300 ‒ 1700M","873g/l","湿刨法","Mandeling"
"I-4","印度尼西亚 苏门答腊 GAYO 曼特宁G1 三次手选","common","印度尼西亚","花香，莓果，香料，苏格兰黄油，黑巧克力，坚果， 甜度高，干净，高醇厚度","伽优山","2024","85.0","76.0","False","G1 TP/三次手选","1400 ‒ 1600M","849g/l","湿刨法","铁皮卡"
"IN-1","印度 皇家 罗布斯塔 AA 18目","common","印度","麦芽，黑巧克力，大麦茶，口感干净 ，味道饱满又扎实。","india","2023","51.0","43.0","True","AA","1200 ‒ 1350M","851g/l","水洗处理","Robusta"
"V-1","越南 罗布斯塔 18目","common","越南","香味浓，香醇，气味独特","Dat Lat","2024","47.0","39.0","True","G1","800 ‒ 1100M","864g/l","日晒抛光","Robusta"
"U-1","乌干达 罗布斯塔 18目","common","乌干达","口感纯净 香气浓郁 拼配的最佳选择","Uganda","2024","54.0","46.0","False","AA","1500M","813g/l","日晒抛光","Robusta"
"U-1S","乌干达 罗布斯塔 15目","common","乌干达","口感纯净 香气浓郁 拼配的最佳选择","Uganda","2024","53.0","45.0","False","AA","1500M","836g/l","日晒抛光","Robusta"
"U-2","乌干达 布基苏 AA 阿拉比卡（17/18目）","common","乌干达","坚果香，口感醇厚，干净无杂味","Bugisu","2024","59.0","52.0","False","AA","1600M","860g/l","水洗处理","阿拉比卡"
"C-1","云南AAA 高海拔 水洗（2024新产季）","common","中国","坚果，柠檬，果酸，橙子。","德宏盈江","2024","50.0","44.0","False","AAA","1200-1700M","892g/l","水洗处理","卡蒂姆"
"C-2","云南普洱 日晒 精品","common","中国","酒香,热带水果,可可,黑巧克力,焦糖。","云南普洱","2024","52.0","43.0","False","AA","1500-1750M","832g/l","日晒处理","卡蒂姆"
"P-2","巴布亚 巴布亚新几内亚 东高地 奥卡帕 Y级水洗","common","巴布亚新几亚","榛子， 蜂蜜，平衡度高。","东高地","2024","63.0","55.0","False","Y级","1500M","862g/l","水洗处理","Typica，Bournbon"
"P-3","巴布亚 巴布亚新几内亚 阿贡加 AX（ 16目+）","common","巴布亚新几亚","甜橙，莓果，绿茶，酸度适中，均衡，干净。","东部高地/Agoga庄园","2024","65.0","56.0","False","AX（B）","1600-1800M","866g/l","水洗处理","Typica"
"P-4","巴布亚 巴布亚新几内亚 哈根山 Y","common","巴布亚新几亚","甘菊，奶油，黑巧克力，酸度适中，平衡，高甜度，口感厚实。","Mount Hagen","2024","60.0","52.0","False","Y","1650M","845g/l","水洗处理","Typica, Caturra"
"H-1","洪都拉斯 水洗 SHG EP（内袋）","common","洪都拉斯","烤坚果，焦糖饼干，可可，巧克力，果酸。","C O P A N","2024","68.0","61.0","False","SHG EP","1400M","852g/l","水洗处理","Parainema帕拉伊内马"
"PE-1","秘鲁 库斯科 水洗","common","秘鲁","坚果，酸质均衡，醇厚浓郁。","库斯科","2023","67.0","58.0","False","SHB","1450-1600M","856g/l","水洗处理","Typica"
"B-1","巴西 14-16目 FC 日晒","common","巴西","坚果，巧克力，麦芽，甘甜。","Santos","2024","62.0","53.0","True","NY.2/3","900M-1000M","832g/l","日晒处理","Catuai，Acaia"
"B-2","巴西 圣多斯","common","巴西","坚果、巧克力，麦芽,甘甜，入口极为顺滑。","Santos","2024","67.0","58.0","False","NY.2","900-1000M","852g/l","日晒处理","Catuai, Acaia"
"B-3","巴西 喜拉多 日晒","common","巴西","坚果，奶油，可可，巧克力，甜度高.","CERRADO","2024","70.0","60.0","False","NY.2 /FC SS","850-1300M","870g/l","日晒处理","bourbon"
"B-4","巴西 喜拉多 半日晒","common","巴西","坚果，奶油，可可，巧克力，甜度高.","CERRADO","2024","70.0","62.0","False","NY.2","850-1300M","849g/l","半日晒处理","bourbon"
"B-5","巴西 喜拉多 甜蜜日晒","common","巴西","坚果，焦糖及巧克力香气持久，高干净度，低酸度，醇厚，甜度高.","Minas cerrado","2024","71.0","63.0","False","NY.2","1100M","850g/l","日晒处理","黄卡杜艾，黄ICATU"
"CR-2","哥斯达黎加 塔拉珠 牧羊女庄园 SHB","common","哥斯达黎加","葡萄柚，百香果，红茶，蓝莓，红糖，牛奶巧克力。","牧羊女庄园","2023","74.0","68.0","False","SHB","1500M-1700M","853g/l","水洗法","Caturra,Caruai"
"CR-3","哥斯达黎加 SHB EP","common","哥斯达黎加","麦香，焦糖，甜香，黑巧克力，柑橘。","","2024","79.0","71.0","False","SHB","1200M-1500M","887g/l","水洗处理","Caturra,Caruai"
"G-1","危地马拉 微微特南果SHB（2024产季）","common","危地马拉","可可，杏仁，果巧克力，丰富果酸，香味浓郁","HUEHUETENANGO","2024","74.0","66.0","False","SHB","1400-2100M","885g/l","水洗处理","Bourbon,Caturra,Catuai"
"G-1S","危地马拉 微微特南果SHB（内袋）","common","危地马拉","可可，杏仁，果巧克力，丰富果酸，香味浓郁","HUEHUETENANGO","2023","72.0","64.0","False","SHB","1400-2100M","885g/l","水洗处理","Bourbon,Caturra,Catuai"
"G-2","危地马拉 新东方SHB","common","危地马拉","莓果，坚果，巧克力，红糖，香醇","新东方","2023","72.0","64.0","False","SHB","1300M","854g/l","水洗处理","Bourbon,Caturra,Catuai"
"CB-1","哥伦比亚 慧兰 苏帕摩","common","哥伦比亚","坚果类、巧克力和焦糖的湿香，风味十足，口味香醇。","HUILA","2024","69.0","60.0","False","Supremo","1300-1800M","881g/l","水洗处理","Caturra"
"CB-2","哥伦比亚 麦德林 苏帕摩","common","哥伦比亚","甜橙，坚果、巧克力，酸甜平衡感好，香气足","Medellin","2024","69.0","60.0","False","Supremo","1500M","877g/l","水洗处理","Caturra"
"T-1","坦桑尼亚 乞力马扎罗 AA","common","坦桑尼亚","坚果，巧克力，香味浓，口感干净，丰富，醇厚。","Kilimanjaro","2024","64.0","55.0","False","AA","1500-1900M","876g/l","水洗处理","Bourbon, Catura"
"K-1","肯尼亚 麒麟雅加 AB FAQ","common","肯尼亚","白色花香，小番茄，果汁般醇厚，甜感很好 。","Kirinyaga","2024","74.0","66.0","False","AB FAQ","1500M","878g/l","水洗处理","SL34"
"X5-3","埃塞俄比亚 耶加雪菲 莎克 红樱桃 红蜜处理（MPC）","premium","埃塞俄比亚","柑橘，茉莉花香，水蜜桃，草莓，红色浆果。","Sheka/MPC处理厂","2024","145.0","135.0","False","G1","2100-2200M","890g/l","红蜜处理","Heirloom"
"X5-4","埃塞俄比亚 阿朵斯 74110 黑蜜处理","premium","埃塞俄比亚","日晒瑰夏味道， 桃子， 茉莉花香，柑橘，伯爵茶。","Adorsi处理厂","2023","120.0","110.0","False","G1","1950-2100M","822g/l","黑蜜处理","74110"
"X5-5","埃塞俄比亚 耶加雪菲 雪列图 酵母日晒","premium","埃塞俄比亚","热带水果，百香果，草莓，莓果，樱桃，葡萄，蜂蜜甜感，酒香，高甜，口感干净丰富。","Chelelektu/Kochere","2022","100.0","95.0","False","G1","1950-2150M","865g/l","酵母发酵日晒","Heirloom"
"X6","埃塞俄比亚 古齐G1 阿朵拉 红酒处理","premium","埃塞俄比亚","莓果，红花香气，热带水果，甜感佳，香槟，口感圆润。","GUJI/Adola","2023","130.0","120.0","False","G1","1900-2200M","831g/l","红酒处理（仿西蒙处理法）","Heirloom"
"X6-2","埃塞俄比亚 瑰夏山 红酒日晒","premium","埃塞俄比亚","番石榴、柑橘、红色莓果、枫糖、高甜、香气浓郁，口感干净。","Bench Maji","2024","150.0","140.0","False","G1","1900-2000M","820g/l","铁桶低温日晒处理","Geisha"
"X6-3","埃塞俄比亚 罕贝拉 布库Sayasa 超级日晒","premium","埃塞俄比亚","百香果，西柚，凤梨，热带水果，黑巧克力，高甜度。","GUJI /Hambela","2024","128.0","118.0","False","G1","1900-2300M","885g/l","低温慢速日晒","Heirloom"
"X7","埃塞俄比亚 班莎 圣塔维尼 G1 全红果 日晒","premium","埃塞俄比亚","葡萄， 荔枝， 凤梨， 热带水果，红茶，甜度很好。","Bensa/ Shantawene /Ayla处理站","2024","115.0","105.0","False","G1","2050M","883g/l","全红果日晒","74158"
"X7-1","埃塞俄比亚 西达摩G1 阿贝果娜 日晒","premium","埃塞俄比亚","芒果，菠萝，荔枝，柑橘，苹果，热带水果风味，高甜度。","Harbegona","2024","110.0","100.0","False","G1","1900-2300M","868g/l","日晒处理","74110"
"X7-2","埃塞俄比亚 西达摩 古齐 夏奇索 G1 日晒","premium","埃塞俄比亚","草莓的酸甜风味，柑橘，热带水果，红酒，口感干净。","Guji/shakiso/Testi","2024","112.0","102.0","False","G1","1900-2200M","890g/l","日晒处理","Heirloom"
