"name","type","country","flavor_profile","origin","harvest_season","code","price_per_kg","price_per_pkg","grade","altitude","density","processing_method","variety"
"秘鲁 禅茶玛悠 小蓝山 铁皮卡","premium","秘鲁","柑橘 巧克力 甘蔗 焦糖 蜂蜜 麦芽 奶油般顺滑 味道持久。","","","S15-5","","","","","","","Typica"
"秘鲁 禅茶玛悠 瑰夏 厌氧水洗","premium","秘鲁","花香 蓝莓 苹果酸 成熟水果 巧克力 糖浆 奶油 口感柔顺。","禅茶玛悠/COOPCHE （库普合作社）","2024","S15-1","","","SHB","1800M","853g/l","厌氧水洗","GEISHA"
"秘鲁 禅茶玛悠 瑰夏 黄蜜处理","premium","秘鲁","茉莉 果香 柑橘 柠檬 蜂蜜甜 红糖 麦芽 口感顺滑。","禅茶玛悠/COOPCHE （库普合作社）","2024","S15-2","","","SHB","1800M","865g/l","黄蜜处理","GEISHA"
"秘鲁 禅茶玛悠 铁皮卡 水洗","premium","秘鲁","","禅茶玛悠/COOPCHE （库普合作社）","2024","","98.0","90.0","SHB","1600M","845g/l","水洗处理","Typica"
"危地马拉 纯正安提瓜 极硬豆","premium","危地马拉","百香果 可可 奶油 红糖 口感细腻柔和 非常醇厚。","Antigua","2023","S17","88.0","78.0","SHB","1500‒1700M","","水洗处理","Bourbon， Caturra"
"危地马拉 微微特南果 天意庄园 帕尔湖","premium","危地马拉","橙汁 香瓜 奶油糖果 根汁汽水 柑橘 口感平衡柔和 圆润顺滑。","Finca La Providencia","2023","S18","88.0","78.0","SHB","1550M","860g/l","水洗处理","Bourbon， Catuai， Caturra， Mundo Novo"
"萨尔瓦多 戈巴多庄园 彩虹波旁厌氧日晒","premium","萨尔瓦多","葡萄 苹果 莓果 柠檬 坚果 巧克力 甜感好 风味浓郁 口感圆润顺滑。","Finca El Gobiado/Ahuachapán","2023","S16-1","155.0","145.0","SHB","1300M","887g/l","厌氧日晒处理","Orange， Yellow & Red Bourbon"
"萨尔瓦多 莱穆斯庄园 日晒","premium","萨尔瓦多","柠檬茶 李子 黑莓果 巧克力 焦糖。","Finca LEMUS","2023","S16-2","113.0","103.0","SHB","1200M","902g/l","日晒处理","Red Icatu"
"危地马拉 安提瓜 拉米尼塔 花神","premium","危地马拉","独有的花香气息结合柔顺清新的柑橘滋味 让花香与水果甜香交织出个性十足却又完美和谐 核果 可可 酸质圆润 BODY细致。","Antigua/拉米尼塔","2023","S18-1","112.0","102.0","SHB","1200‒1600M","836g/l","水洗处理","卡杜拉， 卡杜艾， 波旁"
"巴拿马 翡翠庄园 钻石山 日晒","premium","巴拿马","杏桃 莓果 葡萄 酒香巧克力 BODY顺滑 甜感佳。","Boquete/La Esmeralda Diamond Mountain","2024","S20-1","195.0","185.0","SHB","1400-1700M","905g/l","日晒处理","Catuai"
"巴拿马 翡翠庄园 瑰夏 绿标 水洗","premium","巴拿马","玫瑰花香 甜杏 柑橘 菠萝 蜂蜜与柑橘香气 果汁感。","翡翠庄园/El velo","2023","S20-5","780.0","","SHB","1600M以上","868g/l","水洗处理","Geisha"
"巴拿马 翡翠庄园 瑰夏 绿标 日晒","premium","巴拿马","茉莉花 葡萄柚 热带水果 蜂蜜 果汁感。","翡翠庄园/Cañas Verdès","2024","S20-4","990.0","","SHB","1750M","895g/l","日晒处理","Geisha"
"巴拿马 翡翠庄园 红标 瑰夏 日晒","premium","巴拿马","茉莉花 树莓 芒果 蜂蜜 果汁感 质地干净 风味优雅。","翡翠庄园 地块： El Velo/Portón （波顿）","2024","S20-2","2300.0","","SHB","1600-1800M","886g/l","日晒处理","Geisha"
"巴拿马 翡翠庄园 红标 瑰夏 水洗","premium","巴拿马","玫瑰花 柠檬草 柑橘 佛手柑 蔗糖。","翡翠庄园 地块： trapiche/坎纳斯","2024","S20-3","2000.0","","SHB","1700M以上","845g/l","水洗处理","Geisha"
"巴拿马 黛博拉庄园 无氧发酵日晒 瑰夏 （二氧化碳浸渍日晒瑰夏）","premium","巴拿马","茉莉花 柳橙汁 葡萄 车厘子 红茶。","黛博拉庄园","2023","S21","1100.0","","SHB","2000-2350M","889g/l","无氧发酵日晒处理","Geisha"
"巴拿马 艾利达庄园 慢速干燥厌氧发酵日晒 瑰夏","premium","巴拿马","无花果 芒果干 柑橘 蜜糖吐司 酸甜滑顺 尾韵枫糖与温带水果茶。","Boquete/ Elida Estate","2023","S21-1","","","SHB","1900M","865g/l","厌氧发酵低温慢速日晒","Geisha"
"巴拿马 驴子庄园 瑰夏 ASD厌氧慢速日晒","premium","巴拿马","香瓜 波罗蜜 发酵 蓝莓 可可 层次感丰富 酸甜平衡 口感圆润滑顺。","Boquete/ EI Burro Estate","2023","S21-2","920.0","","SHB","1700-1800M","829g/l","厌氧慢速日晒","Geisha"
"巴拿马 卡萨路易斯庄园 瑰夏 日晒","premium","巴拿马","茉莉花 水蜜桃 佛手柑 凤梨 莓果。","Finca Casa Ruiz","2023","S22-4","568.0","","SHB","1700M","843g/l","日晒处理","Geisha"
"巴拿马 90+ Volcan Valley 瑰夏","premium","巴拿马","樱桃 西梅 覆盆子 米酒。","Ninety Plus","2023","S22-5","395.0","","SHB","1500-1700M","875g/l","90+处理法","Geisha"
"巴拿马 詹森庄园 瑰夏 水洗","premium","巴拿马","花香 柑橘 桃子 核果 蜂蜜 多汁感 回甘好。","詹森庄园/LOT621","2024","S22-3","660.0","145.0","SHB","1350M","840g/l","水洗处理","绿顶瑰夏 Green Tip Geisha"
"巴拿马 玛玛卡特庄园 瑰夏 蓝标 日晒","premium","巴拿马","玫瑰花香 葡萄 橙子 水蜜桃 茉莉绿茶感。","巴拿马波奎特","2023","S21-6","350.0","","SHB","1675-1700M","875g/l","日晒处理","Geisha"
"巴拿马 玛玛卡特庄园 瑰夏 蓝标 厌氧日晒","premium","巴拿马","紫葡萄 红糖 凤梨 桃子 橘子糖。","巴拿马波奎特","2023","S21-7","240.0","","SHB","1675-1700M","862g/l","厌氧日晒","Geisha"
"巴拿马 火石庄园 小农 瑰夏 厌氧日晒","premium","巴拿马","白花 草莓 葡萄柚 蜂蜜。","Piedra de Candela","2024","S21-9","568.0","","SHB","1750-1950M","850g/l","厌氧日晒处理","Geisha"
"巴拿马 科特瓦女巫庄园 瑰夏 日晒","premium","巴拿马","葡萄干 紅酒 胡椒 蜜饯 加州李子。","巴拿马波奎特","2024","S22","","","SHB","1700M","850g/l","日晒处理","Geisha"
"巴拿马 科特瓦女巫庄园 帝比卡 厌氧日晒","premium","巴拿马","红酒 葡萄干 加州李子 香料 蜜饯。","巴拿马波奎特","2024","S22-1","500.0","","SHB","1700M","870g/l","厌氧日晒","Typica"
"巴拿马 波奎特 艾尔维拉庄园 瑰夏 蓝标 水洗","premium","巴拿马","茉莉花香 柑橘 橙子 苹果 柠檬茶。","Boquete/Elvira Estate","2024","S21-5","","","SHB","1550-1850M","854g/l","水洗处理","Geisha"
"卢旺达 基加利 水洗","premium","卢旺达","凤梨 葡萄柚 柑橘 茶感尾韵","Kigal","2024","S24","86.0","","A","1650-1900M","885g/l","水洗处理","Bourbon， Typica"
"卢旺达 基加利 日晒 精选","premium","卢旺达","香蕉 芒果 葡萄果酒 奶油 果汁感","Kigal","2024","S24-1","102.0","","A","1700-2000M","886g/l","日晒处理","Bourbon， Typica"
"巴拿马 福福庄园 卡杜拉 水洗","premium","巴拿马","柑橘 杏桃 奶油 夏威夷果 口感干净","福福庄园","2023","S23","110.0","","SHB","1650-1700M","886g/l","水洗处理","卡杜拉"
"巴拿马 雷利达庄园 帝比卡 水洗","premium","巴拿马","柑橘 莓果 水果香气 酸质细腻干净 焦糖甜 圆润爽口","Boquete/Lerida Estate","2024","S23-3","110.0","","SHB","1850M","873g/l","水洗处理","Typica"
"坦桑尼亚 阿鲁沙庄园 小红莓 AB 精品","premium","坦桑尼亚","莓果 红色水果 红茶 轻红酒感 柔酸","Arusha/梅鲁火山","2023","S45","245.0","","AB","1800M","790g/l","水洗处理","Bourbon"
"巴拿马 巴鲁火山 丘比特70%瑰夏 慢速日晒","premium","巴拿马","具有黑胡椒的香气 青苹果的酸值 中段香瓜的甜感 温度降低后有李子与热带水果风味 尾韵带出淡淡红茶香气","Volcan Baru","2023","S23-2","145.0","","SHB","1600-1650M","860g/l","慢速日晒处理","70%Geisha， Catuai，caturra"
"巴拿马ABU 阿布庄园 卡杜拉 日晒","premium","巴拿马ABU","红酒 奇异果 凤梨 蜂蜜","阿布庄园","2024","S23-1","","","SHB","1550M","852g/l","日晒处理","卡杜拉"
"巴拿马 维纳斯 小农 瑰夏 蓝标 水洗","premium","巴拿马","茉莉花 柑橘 葡萄柚 牛奶糖 蜂蜜 香水柠檬 入口纯净甘甜 醇厚丝滑 层次分明 让人陶醉","波奎特","2024","S22-7","368.0","","SHB","1700-1800M","865g/l","水洗处理","Geisha"
"巴拿马 波奎特 花蝴蝶 100%瑰夏 厌氧日晒ASD","premium","巴拿马","干香为糖渍菠萝 莓果与佛手柑香气。 啜吸时可感受到糖蜜菠萝 百香果法式软糖风味 伴随着水蜜桃 佛手柑与Choya梅酒香气 甜蜜微醺的细致瑰夏作品","Boquete","2022","S22-6","","","SHB","2000M","853g/l","厌氧日晒处理","100%Geisha瑰夏"
"牙买加 川贝特庄园 蓝山NO.1 水洗","premium","牙买加","干香： 烤山核桃 柑橘 焦糖 奶油 大红袍茶。湿香： 甘草 蔗糖 香料 焦糖 奶油 黑巧克力 大红袍茶。口感： 柔顺柑橘酸 酸甘苦醇均衡 余韵绵长 回甘清纯","川贝特庄园","2022","S26-2","","","NO.1","1500M","882g/l","水洗处理","BLUE MOUNTAIN"
"牙买加 蓝山 恩博庄园 NO.1","premium","牙买加","口感顺滑 芳香浓郁 甘 酸 苦均匀而强烈。 巧克力 蓝莓 香醇","amber","2023","S26","600.0","","NO.1","1800M","847g/l","水洗处理","BLUE MOUNTAIN"
"墨西哥 法帝玛庄园 日晒","premium","墨西哥","百香果 凤梨 枫糖 葡萄干 蜂蜜","Veracruz/Coatepec","2023","S25","185.0","","SHG","1500-1650M","883g/l","日晒处理","Marsellesa"
"雪莉.洪都拉斯 莫卡庄园 威士忌酒桶发酵处理","premium","雪莉.洪都拉斯","香草 威士忌 蜂蜜 奶油","Masaguara 马萨瓜拉","2024","S69-1","175.0","","SHG","1500-1700M","835g/l","威士忌酒桶发酵","卡杜拉 卡杜艾"
"荔枝兰.洪都拉斯 莫卡庄园 白兰地酒桶发酵水洗","premium","荔枝兰.洪都拉斯","荔枝 白兰地 蜜瓜 蜂蜜","Masaguara 马萨瓜拉","2023","S69","","","SHG","1500-1700M","794g/l","白兰地酒桶发酵水洗","Typica 铁皮卡"
"牙买加 斯东尼庄园 蓝山一号 圆豆","premium","牙买加","香蕉 树莓 红色浆果的水果香气 甘蔗 覆盆子甜味明显 柠檬酸 苹果酸 口感跳跃有层次 复杂度高 回味甜","STONELEIGH","2024","S26-5","","","Peaberry","1642M","843g/l","水洗处理","BLUE MOUNTAIN"
"牙买加 斯东尼庄园 蓝山一号 水洗","premium","牙买加","茶树花香 黑莓 甘蔗的水果香气 奶油 核桃 碧根果 黑巧克力味明显 微苹果酸 入口柔顺度高口感圆润 平衡稳定 回味甘甜","STONELEIGH","2024","S26-6","","","G1","1642M","835g/l","水洗处理","BLUE MOUNTAIN"
"牙买加 蓝山 柯娜斯黛尔庄园 NO.1 水洗","premium","牙买加","花生酱 巧克力 焦糖 龙井绿茶 核果 均衡感好 层次丰富 有粘稠感 挂杯持久","CLYDESDALE","2023","S26-4","","","NO.1","1200-1400M","882g/l","水洗处理","BLUE MOUNTAIN"
"哥伦比亚 甘蔗处理 EA低因咖啡","premium","哥伦比亚","黑巧克力 焦糖 平衡 口感顺滑 香醇甘甜","HUILA","2024","S27-3","76.0","","Supremo","1300-1800M","894g/l","EA处理法","Castillo， Caturra， Typica"
"哥伦比亚 娜玲珑 17/18目","premium","哥伦比亚","莓果 柑橘 香气十足 甜度高 与明亮的果酸呼应 巧克力余韵","Narino","2024","S27-2","77.0","","Supremo","1800-2150M","860g/l","水洗处理","Caturra"
"哥伦比亚 慧兰绿檀庄园 瑰夏&奇罗索 双重发酵水洗","premium","哥伦比亚","热带水果 柠檬 红茶 花香","Antioquia /Finca Guayacanes","2024","S27-4","178.0","","Supremo","1550-1700M","890g/l","水洗处理","Geisha， Caturra， Chiriso"
"哥伦比亚 诺加莱斯庄园 黄铁皮卡 菌种酵母水洗","premium","哥伦比亚","哈密瓜 菠萝 香槟 苹果汁 酒渍樱桃","Finca Los Nogales","2024","S27-5","245.0","","Supremo","1850M","","热冲击． 酵母厌氧水洗","黄铁皮卡"
"哥伦比亚 牧羊人庄园 粉波旁 椰子糖","premium","哥伦比亚","椰子干 椰子奶糖 太妃糖 巧克力 柑橘 李子 成熟水果 口感柔顺 余韵轻香料","Finca Pastora","2023","S27","198.0","","Supremo","1700-1750M","835g/l","水果酵素厌氧水洗","粉红波旁"
"哥伦比亚 白山庄园 蜜瓜冰淇淋","premium","哥伦比亚","哈密瓜 莓果干 柠檬 草莓 瑞士糖甜感 乌龙茶","Monteblanco/HUILA","2024","S27-1","268.0","","Supremo","1700-1850M","832g/l","西瓜酵母发酵水洗","卡杜拉波旁"
"哥伦比亚 蒙特利尔庄园 瑰夏 （2023冬季COE冠军）","premium","哥伦比亚","突出花香 柑橘 杏桃 红色樱桃 红茶 多汁浆果 传统的花香调性 橙皮 尾韵悠长 柔顺醇厚 甜度佳 均衡自然","Finca Montreal","2024","S27-7","495.0","","Supremo","2050M","861g/l","双重发酵水洗","瑰夏"
"哥伦比亚 溪流庄园 瑰夏","premium","哥伦比亚","茉莉花 柑橘 西柚 柠檬草 红茶 杯测干净 多汁水果风味","Finca Revira","2024","S27-8","198.0","","Supremo","1750M+","849g/l","双重发酵水洗","瑰夏"
"哥伦比亚 双重厌氧水洗 瑰夏 栀子之花","premium","哥伦比亚","栀子花 柑橘 绿茶 葡萄柚 复杂水果 花香突出","Palestine","2024","S27-9","230.0","","Supremo","1850M+","850g/l","双重发酵水洗","瑰夏"
"哥伦比亚 穆雅庄园 红酒桶酒香发酵水洗","premium","哥伦比亚","红葡萄酒 葡萄 樱桃 核果","穆雅庄园","2024","S27-6","148.0","","Supremo","1500-1600M","843g/l","红酒桶酒香发酵水洗","Caturra/Bourbon/Castillo"
"哥伦比亚 棕榈树庄园 西瓜","premium","哥伦比亚","黑美人西瓜 哈密瓜 柠檬茶 西瓜糖 甜度高 果茶茶感","托利马","2024","S27-1S","205.0","","supremo","1600M","855g/l","西瓜浸渍厌氧水洗","粉波旁"
"哥伦比亚 泉水庄园 瑰夏 水洗","premium","哥伦比亚","茉莉花 蜜橘 枫糖 葡萄柚 饱满精致","慧兰 HUILA","2023","S27-10","","","supremo","1750M+","834g/l","精致水洗处理","GEISHA"
"哥伦比亚 阿尔代庄园 瑰夏 水洗","premium","哥伦比亚","紫色花香浓郁 柠檬草 椰子片 绿茶尾韵","Finca La Aldea","2023","S28-1","350.0","","Supremo","1860M+","885g/l","水洗处理","瑰夏Geisha"
"哥伦比亚 分界线庄园 瑰夏 水洗","premium","哥伦比亚","花香 红茶 柑橘 柠檬草 body厚实","Finca El Diviso","2023","S28-2","280.0","","Supremo","1800M","830g/l","水洗处理","瑰夏Geisha"
"哥伦比亚 分界线庄园 双重厌氧水洗 希爪","premium","哥伦比亚","花香 姜 黄色水果 橙子 薄荷 柠檬酸 酸质明亮 顺滑body","Finca El Diviso","2023","S28-3","240.0","","Supremo","1700M","846g/l","双重厌氧水洗处理","Sidra希爪"
"哥伦比亚 分界线庄园 双重发酵日晒 希爪","premium","哥伦比亚","花香 热带水果 荔枝 百香果 木瓜 顺滑body 回甘甜","Finca El Diviso","2023","S28-4","248.0","","Supremo","1700M","852g/l","双重发酵日晒处理","Sidra希爪"
"哥伦比亚 分界线庄园 双重厌氧水洗 粉波旁","premium","哥伦比亚","茉莉花香 樱桃 水蜜桃 柑橘 成熟水果 类瑰夏调性 醇厚度好","Finca El Diviso","2023","S28-5","168.0","","Supremo","1700M","846g/l","双重厌氧水洗","Pink Bournbon"
"哥伦比亚 分界线庄园 大肚脐 双重发酵日晒","premium","哥伦比亚","红樱桃 葡萄 黄桃 血橙 玫瑰花香 葡萄酒 利口酒 发酵自然清新 果汁感丰富","Finca El Diviso","2024","S28-7","330.0","","Supremo","1700M","816g/l","双重发酵日晒","Ombligon"
"哥伦比亚 分界线庄园 瑰夏 日晒","premium","哥伦比亚","玫瑰花 柑橘 桃子 冰葡萄 覆盆子 复合热带水果 利口酒 发酵感好 高甜度 干净度高","Finca El Diviso","2023","S28-8","","","Supremo","1800M","871g/l","日晒处理","瑰夏Geisha"
"哥伦比亚 分界线庄园 辣椒波旁 厌氧日晒","premium","哥伦比亚","西瓜 覆盆子 葡萄 杏桃 香水梨 红酒 玫瑰 醇厚 甜度佳","Finca El Diviso","2024","S28-6","298.0","","Supremo","1750-1850M","836g/l","厌氧日晒","Aji Bourbon"
"哥伦比亚 红宝石庄园 瑰夏 日晒","premium","哥伦比亚","突出的茉莉花香 甜橙 柑橘 杏桃 红色成熟水果 薄荷味","Finca El Rubi","2023","S28-9","280.0","","Supremo","1700-1800M","880g/l","日晒处理","瑰夏Geisha"
"哥伦比亚 希望庄园 瑰夏 厌氧水洗","premium","哥伦比亚","茉莉花 柑橘 莓果 蔗糖 柠檬草香气 整体风味细致优雅","La Esperanza庄园","2024","S28","360.0","","Supremo","1800M","819g/l","厌氧水洗处理","100%Geisha"
"哥伦比亚 独木舟庄园 蜜处理 瑰夏 48H有氧发酵","premium","哥伦比亚","花香 芒果 红莓 蜂蜜茶 饱满多汁","独木舟庄园 LA PIRAGUA","2023","S27-11","","","Supremo","1800+M","833g/l","蜜处理","Gesha瑰夏"
"哥伦比亚 圣荷西庄园 威士忌酒桶 蜜处理","premium","哥伦比亚","熏衣草 薄荷 奶油香草酱 白葡萄酒 冰糖","Caldas/Finca San Jose Estate","2023","S30-7","","","Supremo","1750 m","862g/l","威士忌蜜处理","Castillo"
"哥伦比亚 苏利亚庄园 卡斯提优 香吉士日晒","premium","哥伦比亚","柳橙 菠萝 奇异果 红糖","","","S30-9","190.0","","Supremo","","889g/l","",""
"哥伦比亚 大嘴鸟庄园 厌氧日晒 爪哇","premium","哥伦比亚","枇杷 啤梨 车厘子 红色莓果 甜度高","La Sierra Nevada de Santa Marta","2023","S29","120.0","","Supremo","1800M","883g/l","厌氧日晒","JAVA"
"哥伦比亚 天堂庄园 Delagua 厌氧日晒","premium","哥伦比亚","养乐多 红糖 葡萄 菠萝干 蔗糖 青茶","Sierra Nevada","2023","S29-1","120.0","","Supremo","2000M","829g/l","厌氧日晒","Castillo"
"哥伦比亚 蒙特布兰克庄园 紫卡杜拉 薄荷水洗","premium","哥伦比亚","薄荷巧克力 香蕉清冰 肉桂 冰糖","Monteblanco/HUILA","2023","S31-4","195.0","","supremo","1700-1850M","874g/l","薄荷水洗处理","紫卡杜拉"
"哥伦比亚 甲壳虫庄园 酒香日晒 黄哥伦比亚","premium","哥伦比亚","果酒香 葡萄干 凤梨蜜 肉桂 可可奶油","Finca El Escarabajo","2023","S31","165.0","","supremo","1700M+","","酒香日晒","Yellow Colombia"
"Colombia La Zulia Castillo Honey Tangerine Natural","premium","Colombia","","苏利亚庄园/Quindio金迪欧","2023","","190.0","","Supremo","1700-1850M","890g/l","橘子日晒","Castillo"
"哥伦比亚 蒙特布兰克庄园 紫卡杜拉 荔枝气泡","premium","哥伦比亚","水蜜桃 百香果 黄柠檬 明亮柠酸 果茶茶感","Monteblanco/HUILA","2024","S31-5","195.0","","supremo","1900M","853g/l","百香果酵母厌氧水洗","紫卡杜拉"
"哥伦比亚 贝塔尼亚庄园 厌氧日晒 瑰夏","premium","哥伦比亚","葡萄干 可可 红苹果 红糖果味 带有朗姆酒 红苹果 香蕉和柔滑口感的果味饮料","Finca Betania","2024","S28-10","230.0","","Supremo","1800M","837g/l","90小时厌氧发酵日晒处理","瑰夏Geisha"
"哥伦比亚 圣荷西庄园 兰姆酒桶发酵 水洗","premium","哥伦比亚","兰姆酒 麝香葡萄 樱桃 核果 酒香巧克力 莱姆香气 酸值明亮带花香 口感绵密转甜","Caldas/Finca San Jose Estate","2024","S30-4","360.0","","Supremo","1750M","842g/l","水洗法 （兰姆酒桶发酵）","Castillo"
"云南孟连 双重厌氧发酵日晒 （银辉庄园）","premium","云南孟连","树莓 朗姆酒 酒心巧克力 热带水果","孟连 银辉庄园","2024","S63","65.0","","AA","1400-1500M","868g/l","双重厌氧发酵日晒","卡蒂姆Catimor"
"云南 普洱 厌氧发酵日晒 （次米竹庄园）","premium","云南","樱桃 树莓 圣女果 热带水果 肉桂 花香","云南普洱","2023","S63-1","62.0","","AA","1600M","846g/l","厌氧发酵日晒 （16目以上）","卡蒂姆Catimor"
"云南 孟连 腊福庄园 慢速日晒","premium","云南","酒香 黑巧克力 黑醋栗 热带水果 红糖","普洱 孟连","2024","S62","50.0","","AA","1500-1700M","866g/l","慢速日晒","卡蒂姆Catimor"
"云南普洱 双重厌氧发酵日晒 （次米竹庄园）","premium","云南普洱","圣女果 草莓 热带水果 花香 橙子","云南西盟 次米竹","2023","S63-1S","70.0","","AA","1600M","871g/l","双重厌氧发酵日晒22天 （16目以上）","卡蒂姆Catimor"
"云南普洱 黄波旁 全日晒","premium","云南普洱","花香 樱桃酒 山核桃 黑巧克力 坚果 热带水果酒","普洱炮掌山","2024","S60","54.0","","AA","1500M","867g/l","日晒处理","黄波旁"
"云南孟连 红酒日晒","premium","云南孟连","花香 浆果 红酒 樱桃 巧克力 风味干净","普洱孟连","2024","S62-1","48.0","","AA","1400-1500M","815g/l","红酒日晒","卡蒂姆Catimor"
"云南普洱 红酒日晒 （澜沧）","premium","云南普洱","坚果 葡萄干 黑醋栗 酒心巧克力","澜沧产区","2023","S63-2S","60.0","","AA","1450-1650M","885g/l","红酒日晒","卡蒂姆Catimor"
"云南厌氧预发酵日晒 （天宇庄园）","premium","云南厌氧预发酵日晒","花香 甜橙和水蜜桃","孟连天宇庄园","2023","S63-7","","","AA","1400-1700m","825g/l","厌氧预发酵日晒处理","卡蒂姆Catimor"
"云南普洱厌氧预发酵水洗(天宇庄园)","premium","云南普洱厌氧预发酵水洗(天宇庄园)","茉莉花香 柑橘甜 焦糖","孟连天宇庄园","2022","S64","55.0","","AA","1450-1750m","870g/l","厌氧预发酵水洗","卡蒂姆Catimor"
"云南 西双版纳 紫叶卡杜拉 水洗","premium","云南","白色花香 砂糖橘 橙子 苹果 奶油 车厘子 绿茶 口感很干净 顺滑","西双版纳 勐海 西定","2024","S65","72.0","","AA","1800M","860g/l","K72水洗","紫叶卡杜拉 （德热296）"
"云南 雪莉","premium","云南","香草 橡木 威士忌 奶油","云南","2024","S66","105.0","","AA","1400M","853g/l","酵母浸渍处理法","卡蒂姆"
"云南 茉莉","premium","云南","茉莉 白色花朵 柑橘甜 焦糖","云南","2024","S66-1","100.0","","AA","1400M","847g/l","酵母浸渍处理法","卡蒂姆"
"云南 奶油草莓","premium","云南","奶油 草莓 莓果 香气浓郁","云南","2024","S66-2","105.0","","AA","1400M+","828g/l","酵母浸渍处理法","卡蒂姆"
"云南普洱 红酒日晒 （天皓）","premium","云南普洱","果酒 菠萝蜜 黑巧克力 坚果","普洱澜沧天皓","2023","S63-4","70.0","","AA","1400M","893g/l","红酒日晒","卡蒂姆Catimor"
"印尼 西爪哇 水洗 蜜果 （高甜）","premium","印尼","花香 黑莓 绿茶 热带水果 坚果 高甜度 口感厚实 平衡浓郁","西爪哇WEST JAVA","2024","S2-4","95.0","","G1","1400-1800m","882g/l","水洗处理","铁皮卡Typica"
"印度尼西亚 苏门答腊 多巴湖 黄金曼特宁19目","premium","印度尼西亚","平衡 醇厚度高 果酸明亮 坚果 甜巧克力 焦糖 余韵悠长","苏门答腊/多巴湖","2024","S1-1","103.0","","G1","1100-1500 m","837g/l","湿刨法","Mandeling"
"印度尼西亚 苏门答腊 黄金曼特宁 PWN","premium","印度尼西亚","口感醇厚 巧克力 焦糖甜香明显 带有薄荷和果酸风味","苏门答腊","2024","S1-3","142.0","","G1","1350-1500M","858g/l","湿刨法","铁皮卡"
"印度尼西亚 亚齐 曼特宁龙果长豆 半水洗","premium","印度尼西亚","花香 奶油 橙子 蔗糖 巧克力 坚果 柔顺","亚齐 塔瓦湖","2024","S3","116.0","","GR1 TP/三次手选","1600M","877g/l","半水洗","Abbysinia"
"印度尼西亚 苏门答腊岛 亚齐 日晒曼特宁","premium","印度尼西亚","哈密瓜 凤梨 莓果 花香 香料 可可脂","苏门答腊岛.亚齐省","2024","S1-4","125.0","","G1","1300-1400M","887g/l","日晒处理","Catimor"
"印度尼西亚 中爪哇 日晒 黄钻","premium","印度尼西亚","凤梨 糖浆 花香 莓果 高甜感","","","S2","105.0","","","","","",""
"印度尼西亚 苏门答腊 黄金曼特宁20目","premium","印度尼西亚","干净 醇厚度高 焦糖甜香明显 果酸明亮","苏门答腊","2024","S1-2","120.0","","G1","1000-1700M","830g/l","湿刨法","Mandeling"
"印度尼西亚 苏门答腊 黄金曼特宁21目","premium","印度尼西亚","干净 醇厚度高 莓果 花香 香料 黑巧克力 高甜","苏门答腊","2024","","113.0","","G1","1600-1800M","853g/l","湿刨法","Mandeling"
"巴西 圣路易斯 卡杜艾 厌氧日晒","premium","巴西","柠檬 李子 布林 红糖 杏仁 口感顺滑","Cerrado","2023","S5","72.0","","NY.2","1000-1200M","823g/l","厌氧日晒处理","Yellow Catuai"
"巴布亚新几内亚 西格里庄园 天堂鸟 AA","premium","巴布亚新几内亚","焦糖甜明显 水果软糖带着蜂蜜香气 黑巧克力 奶油 松木 香料","西格里庄园/ Wahgi山谷","2024","S4-2","68.0","","AA","1500-1800M","845g/l","水洗处理","Typica"
"巴西 摩吉安娜 翠鸟","premium","巴西","坚果 巧克力 甘蔗 口感柔滑细腻 尾韵持久","South Minas","2024","S5-2","75.0","","NY.2","1000-1200M","847g/l","日晒处理","Yellow bourbon"
"哥斯达黎加 怪兽庄园 厌氧日晒 （肉桂风味）","premium","哥斯达黎加","","san ramon","2022","S7","220.0","","SHB","1300M","871g/l","厌氧日晒","caturra， catuai"
"哥斯达黎加 托布希庄园 Villasarchi 日晒","premium","哥斯达黎加","酒香 芒果干 深黑巧克力 黑醋栗 枫糖","TOBOSI 庄园","2023","S8","135.0","","SHB","2000M","875g/l","日晒处理","Villasarchi"
"哥斯达黎加 塔拉珠 圣迭戈处理厂 蜂鸟","premium","哥斯达黎加","细腻干净 莓果酸亮很甜 焦糖巧克力 花香 油脂感优","塔拉珠","2024","S6","76.0","","SHB","1500-2000M","884g/l","水洗处理","Caturra,Caruai"
"哥斯达黎加 小蜜蜂 日晒","premium","哥斯达黎加","葡萄干 养乐多 苹果 康普茶","SAN VITO / LA ABEJILLA FARM","2023","S6-1","135.0","","SHB","1600M","903g/l","日晒处理","Venecia"
"哥斯达黎加 科培庄园 Villasarchi 日晒","premium","哥斯达黎加","葡萄干 酒酿樱桃 青苹果 黑糖","Tarrazu/Hacienda Copey","2024","S8-1","120.0","","SHB","1840-2195M","860g/l","日晒处理","Villasarchi"
"哥斯达黎加 女神庄园 厌氧日晒 瑰夏","premium","哥斯达黎加","浓郁花香 凤梨 百香果 水蜜桃 超级热带水果的风味 白葡萄果汁般的质地细腻精致 丰富多变的滋味 干净清新","Dota/女神庄园","2022","S9","","","SHB","1800M","886g/l","厌氧日晒","Geisha"
"哥斯达黎加 火凤凰庄园 蓝宝石 慢速日晒","premium","哥斯达黎加","无花果酱 橘子 黑糖 乌龙茶","火凤凰庄园/中央山谷","2023","S10","120.0","","SHB","1600M","912g/l","慢速日晒","Caturra, Catuai"
